ID,Ref,year,PCE_max(%),PCE_ave(%),Jsc(mA/cm2),FF,Voc(V),Nickname(n),-HOMO_n(eV),-LUMO_n(eV),Eg_n(eV),n(SMILES),M (g/mol),Nickname(p),-HOMO_p(eV),-LUMO_p(eV),Eg_p(eV),p(SMILES),Mw (kg/mol),Mn(kg/mol),PDI,p/n ratio (p),p/n ratio (n),Solvent,Additive,TA (oC),thick (nm),Unnamed: 28,Journal,DOI,Abstract
11,5,2018,0.4,0.4,0.9,0.46,0.96,PhO-Cl6BsubPc,5.9,3.8,2.1,ClC1=CC2=C(C=C1Cl)C3=NC4=[N]5C(C6=C4C=C(Cl)C(Cl)=C6)=NC7=C8C(C=C(Cl)C(Cl)=C8)=C9N7B5(OC%10=CC=CC=C%10)N3C2=N9,694.97,PBDT-T-TPD,5.6,3.77,1.83,CC1=CC2=C(C(C3=CC=C(CC(CC)CCCC)S3)=C4C=C(SC4=C2C5=CC=C(CC(CC)CCCC)S5)C6=C7C(C(N(C7=O)CCCCCCCC)=O)=C(S6)C)S1,48.0,20.0,2.4,1.0,1.0,OX,DMB,120,22.0,,ACS Appl. Energy Mater.,10.1021/acsaem.8b00183,"The performance of boron subphthalocyanine (BsubPc) and phenyl-C61-butyric acid methyl ester (PC61BM) as electron-accepting materials in bulk heterojunction organic photovoltaics (OPVs) with a range of reported literature polymers were simultaneously screened to observe if the design criteria for polymeric electron-donating materials, originally designed for pairing with fullerene derivatives, can be applied to non-fullerene electron acceptors. Initially, the morphology and film formation of the BsubPc-containing active layer films was improved by using a volatile additive, 1,2-dimethoxybenzene, which is known to solubilize a BsubPc but not a representative high-performing polymer (PBTZT-stat-BDTT-8). Thereafter, with the resulting semioptimal fabrication parameters, 10 polymeric electron-donating materials were screened with the BsubPc derivative, PhO-Cl6BsubPc (phenoxy-hexachloro-boron-subphthalocyanine), and PC61BM. Device metrics demonstrate that the BsubPc-based devices perform in-line with their ana..."
12,5,2018,1.5,1.5,4.2,0.57,0.639,PhO-Cl6BsubPc,5.9,3.8,2.1,ClC1=CC2=C(C=C1Cl)C3=NC4=[N]5C(C6=C4C=C(Cl)C(Cl)=C6)=NC7=C8C(C=C(Cl)C(Cl)=C8)=C9N7B5(OC%10=CC=CC=C%10)N3C2=N9,694.97,P3HT,5.2,3.3,1.91,CC1=CC(CCCCCC)=C(C)S1,21.1,11.6,1.82,1.0,1.0,DCB,DMB,120,147.0,,ACS Appl. Energy Mater.,10.1021/acsaem.8b00183,"The performance of boron subphthalocyanine (BsubPc) and phenyl-C61-butyric acid methyl ester (PC61BM) as electron-accepting materials in bulk heterojunction organic photovoltaics (OPVs) with a range of reported literature polymers were simultaneously screened to observe if the design criteria for polymeric electron-donating materials, originally designed for pairing with fullerene derivatives, can be applied to non-fullerene electron acceptors. Initially, the morphology and film formation of the BsubPc-containing active layer films was improved by using a volatile additive, 1,2-dimethoxybenzene, which is known to solubilize a BsubPc but not a representative high-performing polymer (PBTZT-stat-BDTT-8). Thereafter, with the resulting semioptimal fabrication parameters, 10 polymeric electron-donating materials were screened with the BsubPc derivative, PhO-Cl6BsubPc (phenoxy-hexachloro-boron-subphthalocyanine), and PC61BM. Device metrics demonstrate that the BsubPc-based devices perform in-line with their ana..."
13,5,2018,1.2,1.2,3.4,0.39,0.924,PhO-Cl6BsubPc,5.9,3.8,2.1,ClC1=CC2=C(C=C1Cl)C3=NC4=[N]5C(C6=C4C=C(Cl)C(Cl)=C6)=NC7=C8C(C=C(Cl)C(Cl)=C8)=C9N7B5(OC%10=CC=CC=C%10)N3C2=N9,694.97,PBDB-T,5.2,3.44,1.76,CC(SC1=C2C3=CC=C(CC(CC)CCCC)S3)=CC1=C(C4=CC=C(CC(CC)CCCC)S4)C5=C2C=C(S5)C6=CC=C(C7=C8C(C(C9=C(CC(CC)CCCC)SC(CC(CC)CCCC)=C9C8=O)=O)=C(C%10=CC=C(C)S%10)S7)S6,117.0,58.5,2.0,1.0,1.0,DCB,DMB,120,236.0,,ACS Appl. Energy Mater.,10.1021/acsaem.8b00183,"The performance of boron subphthalocyanine (BsubPc) and phenyl-C61-butyric acid methyl ester (PC61BM) as electron-accepting materials in bulk heterojunction organic photovoltaics (OPVs) with a range of reported literature polymers were simultaneously screened to observe if the design criteria for polymeric electron-donating materials, originally designed for pairing with fullerene derivatives, can be applied to non-fullerene electron acceptors. Initially, the morphology and film formation of the BsubPc-containing active layer films was improved by using a volatile additive, 1,2-dimethoxybenzene, which is known to solubilize a BsubPc but not a representative high-performing polymer (PBTZT-stat-BDTT-8). Thereafter, with the resulting semioptimal fabrication parameters, 10 polymeric electron-donating materials were screened with the BsubPc derivative, PhO-Cl6BsubPc (phenoxy-hexachloro-boron-subphthalocyanine), and PC61BM. Device metrics demonstrate that the BsubPc-based devices perform in-line with their ana..."
14,5,2018,0.5,0.5,1.5,0.33,0.96,PhO-Cl6BsubPc,5.9,3.8,2.1,ClC1=CC2=C(C=C1Cl)C3=NC4=[N]5C(C6=C4C=C(Cl)C(Cl)=C6)=NC7=C8C(C=C(Cl)C(Cl)=C8)=C9N7B5(OC%10=CC=CC=C%10)N3C2=N9,694.97,PCDTBT,5.6,3.75,1.85,CC1=CC(N(C(CCCCCCCC)CCCCCCCC)C2=C3C=CC(C4=CC=C(C5=CC=C(C6=CC=C(C)S6)C7=NSN=C57)S4)=C2)=C3C=C1,73.0,37.0,1.972972973,1.0,1.0,OX,DMB,120,41.0,,ACS Appl. Energy Mater.,10.1021/acsaem.8b00183,"The performance of boron subphthalocyanine (BsubPc) and phenyl-C61-butyric acid methyl ester (PC61BM) as electron-accepting materials in bulk heterojunction organic photovoltaics (OPVs) with a range of reported literature polymers were simultaneously screened to observe if the design criteria for polymeric electron-donating materials, originally designed for pairing with fullerene derivatives, can be applied to non-fullerene electron acceptors. Initially, the morphology and film formation of the BsubPc-containing active layer films was improved by using a volatile additive, 1,2-dimethoxybenzene, which is known to solubilize a BsubPc but not a representative high-performing polymer (PBTZT-stat-BDTT-8). Thereafter, with the resulting semioptimal fabrication parameters, 10 polymeric electron-donating materials were screened with the BsubPc derivative, PhO-Cl6BsubPc (phenoxy-hexachloro-boron-subphthalocyanine), and PC61BM. Device metrics demonstrate that the BsubPc-based devices perform in-line with their ana..."
15,5,2018,1.0,1.0,3.7,0.35,0.801,PhO-Cl6BsubPc,5.9,3.8,2.1,ClC1=CC2=C(C=C1Cl)C3=NC4=[N]5C(C6=C4C=C(Cl)C(Cl)=C6)=NC7=C8C(C=C(Cl)C(Cl)=C8)=C9N7B5(OC%10=CC=CC=C%10)N3C2=N9,694.97,PSBTBT,4.9,3.42,1.48,CC1=CC([Si](CC(CCCC)CC)(CC(CC)CCCC)C2=C3SC(C4=CC=C(C)C5=NSN=C45)=C2)=C3S1,21.6,18.0,1.2,1.0,1.0,DCB,DMB,120,110.0,,ACS Appl. Energy Mater.,10.1021/acsaem.8b00183,"The performance of boron subphthalocyanine (BsubPc) and phenyl-C61-butyric acid methyl ester (PC61BM) as electron-accepting materials in bulk heterojunction organic photovoltaics (OPVs) with a range of reported literature polymers were simultaneously screened to observe if the design criteria for polymeric electron-donating materials, originally designed for pairing with fullerene derivatives, can be applied to non-fullerene electron acceptors. Initially, the morphology and film formation of the BsubPc-containing active layer films was improved by using a volatile additive, 1,2-dimethoxybenzene, which is known to solubilize a BsubPc but not a representative high-performing polymer (PBTZT-stat-BDTT-8). Thereafter, with the resulting semioptimal fabrication parameters, 10 polymeric electron-donating materials were screened with the BsubPc derivative, PhO-Cl6BsubPc (phenoxy-hexachloro-boron-subphthalocyanine), and PC61BM. Device metrics demonstrate that the BsubPc-based devices perform in-line with their ana..."
16,6,2018,9.29,9.17,13.48,0.65,1.06,SMDPP,5.58,3.83,1.75,O=C(C1=C(N(CCCCCCCCCC)C(C1C2C3=CC=C(S3)C(/C(C4=CC=C(C=C4)N5C(C=CC=C6)=C6C7=C5C=CC=C7)=C(C#N)/C#N)=C(C#N)\C#N)=O)C8=CC=CS8)N2CCCCCCCCCC,976.32,P(BdP-EHT),5.45,3.69,1.76,CC(C1C(C2=C(C(C#CC)=C(N2[B-](F)([N]1=C3C)F)C)C)C4=C(C=C(C=C4C)C)C)=C3C#CC5=CC(CC(CC)CCCC)=C(C)S5,12.8,6.0,2.1,1.0,1.0,CB,,,,,ACS Appl. Energy Mater.,10.1021/acsaem.8b00535,"A conjugated polymer donor containing BODIPY-thiophene dyads in the backbone, P(BdP-EHT), combined with a low bandgap nonfullerene acceptor (SMDPP) consisting of carbazole and diketopyrrolopyrrole units linked with a tetracyanobutadiene acceptor π-linker, was used to design bulk heterojunction polymer solar cells. After the optimization of the donor to acceptor weight ratio and solvent vapor annealing of the P(BdP-EHT):SMDPP active layer, the resulting polymer solar cell showed an overall power conversion efficiency of 9.29%, which is significantly higher than that for the polymer solar cell based on PC71BM (7.41%) processed under identical conditions. This improved power conversion efficiency is attributed to enhanced values of short circuit photocurrent and open circuit voltage, the better light harvesting efficiency of the P(BdP-EHT):SMDPP active layer in the near-infrared region, and the higher Lowest Unoccupied Molecular Orbital (LUMO) energy level of the SMDPP as compared to PC71BM, combined. Moreov..."
17,7,2018,5.3,5.3,12.48,0.431,0.98,PDI-DPP-PDI,5.3,3.7,1.6,CCCCCCCCN(C1=O)C(C2=CC=C(C3=C(C4=CC=C(C5=O)C6C4=C7C8=CC6C(N5C(CC)CC)=O)C(C7=C(N8CCCCCC)C=C9C(N(C(CC)CC)C%10=O)=O)=C9C%10=C3)S2)=C%11C1=C(C%12=CC=C(C%13=C(C%14=C%15C%16=CC%17C%14C(C(N(C(CC)CC)C%17=O)=O)=C%13)C%18=CC=C%19C%20=C%18C%15=C(N%16CCCCCC)C=C%20C(N(C(CC)CC)C%19=O)=O)S%12)N(CCCCCCCC)C%11=O,1780.35,PTB7-Th,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124.0,72.9,1.7,1.0,1.5,CF,,,,,ACS Appl. Energy Mater.,10.1021/acsaem.8b00929,"Three molecular semiconductors are compared and evaluated in organic field-effect transistors and organic solar cells. The molecules are constructed from the dyes diketopyrrolopyrrole (DPP), perylene diimide (PDI), and N-(alkyl)benzothioxanthene-3,4-dicarboximide (BTXI). The compound PDI–DPP–PDI (1) has previously been reported and used as a nonfullerene acceptor. The compounds PDI–DPP–BTXI (2) and BTXI–DPP–BTXI (3) were synthesized using direct (hetero)arylation methods and fully identified using NMR spectroscopy and mass spectrometry. All three compounds were characterized using UV–visible spectroscopy, cyclic voltammetry, and density functional theory calculations. Increasing the BTXI content results in a progressive destabilization of the electronic energy levels. For all compounds, no significant changes in the optical absorption spectra are observed when compared to a combination of the constituent optical absorption spectra. Compound 1 exhibits electron transport characteristics and functions as an..."
18,7,2018,1.1,1.1,3.78,0.313,0.95,PDI-DPP-BTXI,5.3,3.7,1.6,CCCCCCCCN(C1=O)C(C2=CC=C(C3=C(C4=CC=C(C5=O)C6C4=C7C8=CC6C(N5C(CC)CC)=O)C(C7=C(N8CCCCCC)C=C9C(N(C(CC)CC)C%10=O)=O)=C9C%10=C3)S2)=C%11C1=C(C%12=CC=C(C(C=C%13C(N(C(CC)CC)C%14=O)=O)=C%15C%16=C%13C%14=CC=C%16C(C=CC=C%17)=C%17S%15)S%12)N(CCCCCCCC)C%11=O,1524.02,PTB7-Th,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124.0,72.9,1.7,1.0,1.5,CF,,,,,ACS Appl. Energy Mater.,10.1021/acsaem.8b00929,"Three molecular semiconductors are compared and evaluated in organic field-effect transistors and organic solar cells. The molecules are constructed from the dyes diketopyrrolopyrrole (DPP), perylene diimide (PDI), and N-(alkyl)benzothioxanthene-3,4-dicarboximide (BTXI). The compound PDI–DPP–PDI (1) has previously been reported and used as a nonfullerene acceptor. The compounds PDI–DPP–BTXI (2) and BTXI–DPP–BTXI (3) were synthesized using direct (hetero)arylation methods and fully identified using NMR spectroscopy and mass spectrometry. All three compounds were characterized using UV–visible spectroscopy, cyclic voltammetry, and density functional theory calculations. Increasing the BTXI content results in a progressive destabilization of the electronic energy levels. For all compounds, no significant changes in the optical absorption spectra are observed when compared to a combination of the constituent optical absorption spectra. Compound 1 exhibits electron transport characteristics and functions as an..."
19,7,2018,0.2,0.2,0.7,0.239,1.08,BTXI-DPP-BTXI,5.2,3.3,1.9,CCCCCCCCN(C1=O)C(C2=CC=C(C(C=C3C(N(C(CC)CC)C4=O)=O)=C5C6=C3C4=CC=C6C(C=CC=C7)=C7S5)S2)=C8C1=C(C9=CC=C(C(C=C%10C(N(C(CC)CC)C%11=O)=O)=C%12C%13=C%10C%11=CC=C%13C(C=CC=C%14)=C%14S%12)S9)N(CCCCCCCC)C8=O,1267.69,PTB7-Th,5.22,3.64,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124.0,72.9,1.7,1.0,0.67,CF,,,,,ACS Appl. Energy Mater.,10.1021/acsaem.8b00929,"Three molecular semiconductors are compared and evaluated in organic field-effect transistors and organic solar cells. The molecules are constructed from the dyes diketopyrrolopyrrole (DPP), perylene diimide (PDI), and N-(alkyl)benzothioxanthene-3,4-dicarboximide (BTXI). The compound PDI–DPP–PDI (1) has previously been reported and used as a nonfullerene acceptor. The compounds PDI–DPP–BTXI (2) and BTXI–DPP–BTXI (3) were synthesized using direct (hetero)arylation methods and fully identified using NMR spectroscopy and mass spectrometry. All three compounds were characterized using UV–visible spectroscopy, cyclic voltammetry, and density functional theory calculations. Increasing the BTXI content results in a progressive destabilization of the electronic energy levels. For all compounds, no significant changes in the optical absorption spectra are observed when compared to a combination of the constituent optical absorption spectra. Compound 1 exhibits electron transport characteristics and functions as an..."
20,8,2016,4.1,3.88,8.46,0.552,0.84,Bis-PDI-EG,5.64,3.84,1.8,O=C(N(CC(CC)CCCCC)C1=O)C2=CC(C(S3)=CC=C3C4=C(C5=C6C=CC7C5C(C(N(CC(CC)CCCCC)C7=O)=O)=C4)C8=CC=C9C%10=C8C6=C(OCCOC)C=C%10C(N(CC(CC)CCCC)C9=O)=O)=C(C%11=C%12C=CC1C%112)C%13=CC=C%14C%15=C%13C%12=C(OCCOC)C=C%15C(N(CC(CC)CCCC)C%14=O)=O,1489.92,PTB7,5.02,3.39,1.63,CC1=C(C(F)=C(C(OCC(CC)CCCC)=O)S2)C2=C(C3=CC4=C(OCC(CCCC)CC)C(SC(C)=C5)=C5C(OCC(CCCC)CC)=C4S3)S1,97.5,46.4,2.1,1.0,1.5,DCB,DIO,,100.0,,ACS Appl. Mater. Interfaces,10.1021/acsami.6b03926,"Carrier mobility is a vital factor determining the electrical performance of organic solar cells. In this paper we report that a high-efficiency nonfullerene organic solar cell (NF-OSC) with a power conversion efficiency of 6.94 ± 0.27% was obtained by optimizing the hole and electron transportations via following judicious selection of polymer donor and engineering of film-morphology and cathode interlayers: (1) a combination of solvent annealing and solvent vapor annealing optimizes the film morphology and hence both hole and electron mobilities, leading to a trade-off of fill factor and short-circuit current density (Jsc); (2) the judicious selection of polymer donor affords a higher hole and electron mobility, giving a higher Jsc; and (3) engineering the cathode interlayer affords a higher electron mobility, which leads to a significant increase in electrical current generation and ultimately the power conversion efficiency (PCE)."
21,8,2016,5.87,5.65,11.14,0.583,0.876,Bis-PDI-EG,5.64,3.84,1.8,O=C(N(CC(CC)CCCCC)C1=O)C2=CC(C(S3)=CC=C3C4=C(C5=C6C=CC7C5C(C(N(CC(CC)CCCCC)C7=O)=O)=C4)C8=CC=C9C%10=C8C6=C(OCCOC)C=C%10C(N(CC(CC)CCCC)C9=O)=O)=C(C%11=C%12C=CC1C%112)C%13=CC=C%14C%15=C%13C%12=C(OCCOC)C=C%15C(N(CC(CC)CCCC)C%14=O)=O,1489.92,PTB7-Th,5.17,3.59,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124.0,72.9,1.7,1.0,1.5,DCB,DIO,,100.0,,ACS Appl. Mater. Interfaces,10.1021/acsami.6b03926,"Carrier mobility is a vital factor determining the electrical performance of organic solar cells. In this paper we report that a high-efficiency nonfullerene organic solar cell (NF-OSC) with a power conversion efficiency of 6.94 ± 0.27% was obtained by optimizing the hole and electron transportations via following judicious selection of polymer donor and engineering of film-morphology and cathode interlayers: (1) a combination of solvent annealing and solvent vapor annealing optimizes the film morphology and hence both hole and electron mobilities, leading to a trade-off of fill factor and short-circuit current density (Jsc); (2) the judicious selection of polymer donor affords a higher hole and electron mobility, giving a higher Jsc; and (3) engineering the cathode interlayer affords a higher electron mobility, which leads to a significant increase in electrical current generation and ultimately the power conversion efficiency (PCE)."
22,8,2016,7.24,6.94,13.23,0.594,0.887,Bis-PDI-EG,5.64,3.84,1.8,O=C(N(CC(CC)CCCCC)C1=O)C2=CC(C(S3)=CC=C3C4=C(C5=C6C=CC7C5C(C(N(CC(CC)CCCCC)C7=O)=O)=C4)C8=CC=C9C%10=C8C6=C(OCCOC)C=C%10C(N(CC(CC)CCCC)C9=O)=O)=C(C%11=C%12C=CC1C%112)C%13=CC=C%14C%15=C%13C%12=C(OCCOC)C=C%15C(N(CC(CC)CCCC)C%14=O)=O,1489.92,PBDT-TS1,5.26,3.71,1.55,O=C(C1=C(C2=C(SC(C3=CC4=C(S3)C(C5=CC=C(S5)SCCCCCCCC)=C6C=C(SC6=C4C7=CC=C(S7)SCCCCCCCC)C)=C2S1)C)F)OCC(CCCC)CC,50.0,25.0,2.0,1.0,1.5,DCB,DIO,,100.0,,ACS Appl. Mater. Interfaces,10.1021/acsami.6b03926,"Carrier mobility is a vital factor determining the electrical performance of organic solar cells. In this paper we report that a high-efficiency nonfullerene organic solar cell (NF-OSC) with a power conversion efficiency of 6.94 ± 0.27% was obtained by optimizing the hole and electron transportations via following judicious selection of polymer donor and engineering of film-morphology and cathode interlayers: (1) a combination of solvent annealing and solvent vapor annealing optimizes the film morphology and hence both hole and electron mobilities, leading to a trade-off of fill factor and short-circuit current density (Jsc); (2) the judicious selection of polymer donor affords a higher hole and electron mobility, giving a higher Jsc; and (3) engineering the cathode interlayer affords a higher electron mobility, which leads to a significant increase in electrical current generation and ultimately the power conversion efficiency (PCE)."
23,9,2016,3.55,3.55,7.57,0.559,0.84,PDI,5.9,3.8,2.1,O=C(N(C(CC)CC)C1=O)C2=CC=C(C3=C4C=CC1C32)C5=CC=C6C7=C5C4=CC=C7C(N(C(CC)CC)C6=O)=O,532.64,PTB7,5.02,3.39,1.63,CC1=C(C(F)=C(C(OCC(CC)CCCC)=O)S2)C2=C(C3=CC4=C(OCC(CCCC)CC)C(SC(C)=C5)=C5C(OCC(CCCC)CC)=C4S3)S1,97.5,46.4,2.1,3.0,7.0,CF,DIO,,100.0,,ACS Appl. Mater. Interfaces,10.1021/acsami.6b08284,"Solvent additive has proven as a useful protocol for improving the film nanomorphology of polymer donor (D): fullerene acceptor (A) blends in bulk heterojunction (BHJ) photovoltaic cells. By contrast, the effect of such solvent additive on nonfullerene BHJ cells based on perylene diimide acceptor, for instance, is less effective because of their highly planar structure and strong π-aggregation in solid state. Here we choose N,N'-bis(1-ethylpropyl)-perylene-3,4,9,10-tetracarboxylic diimide (PDI) and thieno[3,4-b]thiophene-alt-benzodithiophene (PTB7) as a model D:A blend system to investigate how solvent engineering strategy synergistically impacts the blend film nanomorphology. Based on the differences of solvent volatility and solubility, various host solvents-chloroform (CF) and chlorobenzene (CB) and solvent additives-chloronaphthalene (CN) and 1,8-diiodooctane (DIO) are selected for comparative studies. It is found that the π-aggregation of PDIs can be largely suppressed by using low-boiling point (Tb) CF solvent, yet enlarged by using high-Tb CB. Moreover, CN additive provides good solubility of PDI molecules and hence reduces large PDI aggregates in CB system, while DIO exhibiting poor solubility works oppositely. By contrast, DIO that presents larger Tb difference with CF prolongs the film-forming, which assists in optimizing the PDI aggregation and increases the intermixed PTB7:PDI phases more significantly than CN in CF system, yielding the finest phase-separation morphology and balanced charge mobility. Consequently, the inverted BHJ cells based on CF-processed PTB7:PDI blend film with 0.4 vol % DIO exhibit the highest PCE of 3.55% with a fill factor of 56%, both of which are among the best performance for such a paradigm PTB7:PDI blend-based BHJ cells."
24,10,2017,3.63,3.2,8.51,0.47,0.91,IDT(DCV)2,5.81,3.65,2.16,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(/C=C(C#N)\C#N)=C6)(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)C=C4C9=C2C=C(/C=C(C#N)/C#N)S9,1059.53,PTB7-Th,5.17,3.59,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124.0,72.9,1.7,1.0,1.2,DCB,,,,,ACS Appl. Mater. Interfaces,10.1021/acsami.6b15707,"New small molecules having modified acceptor strength and π-conjugation length and containing dicyanovinylene (DCV) and tricyanovinylene (TCV) as a strongly electron-accepting unit with indacenodithiophene, IDT(DCV)2, IDT(TCV)2, and IDTT(TCV)2, were synthesized and studied in terms of their applicability to polymer solar cells with PTB7-Th as an electron-donating polymer. Intriguingly, the blended films containing IDT(TCV)2 and IDTT(TCV)2 exhibited superior shelf life stabilities of more than 1000 h without any reduction in the initial power conversion efficiency. The low-lying lowest unoccupied molecular orbital energy levels and robust internal morphologies of small TCV-containing molecules could afford excellent shelf life stability."
25,10,2017,2.84,2.61,11.02,0.53,0.49,IDT(TCV)2,6.04,4.18,1.86,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(/C(C#N)=C(C#N)\C#N)=C6)(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)C=C4C9=C2C=C(/C(C#N)=C(C#N)/C#N)S9,1109.55,PTB7-Th,5.17,3.59,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124.0,72.9,1.7,1.0,1.5,CB,,,,,ACS Appl. Mater. Interfaces,10.1021/acsami.6b15707,"New small molecules having modified acceptor strength and π-conjugation length and containing dicyanovinylene (DCV) and tricyanovinylene (TCV) as a strongly electron-accepting unit with indacenodithiophene, IDT(DCV)2, IDT(TCV)2, and IDTT(TCV)2, were synthesized and studied in terms of their applicability to polymer solar cells with PTB7-Th as an electron-donating polymer. Intriguingly, the blended films containing IDT(TCV)2 and IDTT(TCV)2 exhibited superior shelf life stabilities of more than 1000 h without any reduction in the initial power conversion efficiency. The low-lying lowest unoccupied molecular orbital energy levels and robust internal morphologies of small TCV-containing molecules could afford excellent shelf life stability."
26,10,2017,3.57,3.42,11.98,0.5,0.6,IDTT(TCV)2,5.58,4.06,1.52,CCCCCCC(C=C1)=CC=C1C2(C3=CC=C(CCCCCC)C=C3)C4=CC5=C(C(C6=C5SC(C7=CC=C(/C(C#N)=C(C#N)\C#N)S7)=C6)(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)C=C4C%10=C2C=C(C%11=CC=C(/C(C#N)=C(C#N)/C#N)S%11)S%10,1273.79,PTB7-Th,5.17,3.59,1.58,O=C(OCC(CC)CCCC)C1=C(F)C2=C(C)SC(C3=CC4=C(C(C5=CC=C(CC(CC)CCCC)S5)=C(C=C(C)S6)C6=C4C7=CC=C(CC(CC)CCCC)S7)S3)=C2S1,124.0,72.9,1.7,1.0,1.5,DCB,,,,,ACS Appl. Mater. Interfaces,10.1021/acsami.6b15707,"New small molecules having modified acceptor strength and π-conjugation length and containing dicyanovinylene (DCV) and tricyanovinylene (TCV) as a strongly electron-accepting unit with indacenodithiophene, IDT(DCV)2, IDT(TCV)2, and IDTT(TCV)2, were synthesized and studied in terms of their applicability to polymer solar cells with PTB7-Th as an electron-donating polymer. Intriguingly, the blended films containing IDT(TCV)2 and IDTT(TCV)2 exhibited superior shelf life stabilities of more than 1000 h without any reduction in the initial power conversion efficiency. The low-lying lowest unoccupied molecular orbital energy levels and robust internal morphologies of small TCV-containing molecules could afford excellent shelf life stability."
27,11,2017,3.6,3.6,9.1,0.45,0.88,NAI-FN-NAI (BO),6.07,3.94,2.13,O=C1C2=C(C=CC(C3=CC=C(C4=C(C=CC=C5C(N(CCC(CCCC)CCCCCC)C6=O)=O)C5=C6C=C4)S3)=C2)C7=CC=C(C8=CC=C(C9=C(C=CC=C%10C(N(CCC(CCCC)CCCCCC)C%11=O)=O)C%10=C%11C=C9)S8)C=C71,1099.5,P3HT,5.2,3.2,2.0,CC1=CC(CCCCCC)=C(C)S1,21.1,11.6,1.82,1.0,1.0,CB,,,95.0,,ACS Appl. Mater. Interfaces,10.1021/acsami.6b16395,"We designed, synthesized, and characterized a series of novel electron deficient small molecule nonfullerene acceptors based on 1,8-naphthalimide (NAI) and 9-fluorenone (FN) with different branched alkyl chains using various techniques. These molecules are based on an acceptor-donor-acceptor-donor-acceptor (A1-D-A2-D-A1) molecular design configuration with NAI as the end-capping acceptor (A1), FN as electron-withdrawing central (A2) group, and thiophene ring as a donor (D) unit. These materials are named as NAI-FN-NAI (BO) and NAI-FN-NAI (HD) where BO and HD represent butyloctyl and hexyldecyl alkyl groups, respectively. To further modify energy levels of these materials, we converted the weak electron withdrawing ketonic group (C═O) attached to the FN moiety of NAI-FN-NAI (BO) to a stronger electron withdrawing cyano group (C≡N) to obtain the compound NAI-FCN-NAI (BO) by keeping the same alkyl chain. The optical, electrochemical, and thermal properties of the new acceptors were studied. The materials exhibited higher to medium band gaps, low lowest unoccupied molecular orbital (LUMO) energy levels, and highly thermally stable properties. Organic solar cell devices employing conventional poly(3-hexylthiophene) (P3HT) a donor polymer and the newly designed small molecules as the acceptor were investigated. Among all new materials, organic solar cell devices based on NAI-FN-NAI (BO) as an acceptor exhibit the highest performance with an open circuit voltage (VOC) of 0.88 V, a short-circuit current density (JSC) of 9.1 mAcm-2, a fill factor (FF) of 45%, and an overall power conversion efficiency (PCE) of 3.6%. This is the first report of 9-fluorenone based nonfullerene acceptor with P3HT donor in organic solar cell devices with such a promising performance."
