,Unnamed: 0,doi,publication,publisher,title,year,Abstract
272,272,10.1016/j.vaccine.2018.02.035,,,Mass media effect on vaccines uptake during silent polio outbreak,2018,"BACKGROUND
During 2013, isolation of a wild type 1 poliovirus from routine sewage sample in Israel, led to a national OPV campaign. During this period, there was a constant cover of the outbreak by the mass media.


AIMS
To investigate the association of media exposure and OPV and non-OPV vaccines uptake during the 2013 silent polio outbreak in Israel.


METHODS
We received data on daily immunization rates during the outbreak period from the Ministry of Health (MoH). We conducted a multivariable time trend analysis to assess the association between daily media exposure and vaccines uptake. Analysis was stratified by ethnicity and socio-economic status (SES).


RESULTS
During the MoH supplemental immunization activity, 138,799 OPV vaccines were given. There was a significant association between media exposure and OPV uptake, most prominent in a lag of 3-5 days from the exposure among Jews (R.R 1.79C.I 95% 1.32-2.41) and high SES subgroups (R.R 1.71C.I 95% 1.27-2.30). These subgroups also showed increased non-OPV uptake in a lag of 3-5 days from the media exposure, in all vaccines except for MMR. Lower SES and non-Jewish subgroups did not demonstrate the same association.


CONCLUSION
Our findings expand the understanding of public behaviour during outbreaks. The public response shows high variability within specific subgroups. These findings highlight the importance of tailored communication strategies for each subgroup."
275,275,10.1177/1535676018755118,,,Implementing Poliovirus Containment Requirements in a Global Academic Research Collaboration: A Case Study,2018,"The Global Polio Eradication Initiative has established the goal of eliminating wild poliovirus circulation to form a polio-free world. To help achieve this goal, the WHO developed GAPIII, a global guideline implemented at the national level to minimize the risk of facility-associated poliovirus infections. The guidelines require research facilities to either destroy or contain wild type, vaccine-derived poliovirus; oral poliovirus vaccine viruses; and potentially infectious poliovirus materials for an area where polio was found or oral polio vaccine was in use. These requirements are applicable to facilities that conduct research unrelated to poliovirus but intend to use samples that may contain potentially infectious materials, such as infant stool specimens. In this case study, we demonstrate our approach to comply with the GAPIII guidelines, identify opportunities to improve the guidelines for international public health research, and provide recommendations for biosafety officers to help research facilities comply with changing global guidelines such as poliovirus containment."
276,276,10.1016/j.mtener.2017.12.010,,,Fully-sprayed flexible polymer solar cells with a cellulose-graphene electrode,2018,"Abstract Organic photovoltaic (OPV) technology provides energy where conventional photovoltaics are difficult to implement. The rise of efficiency due to the introduction of new polymers and the definition of strategies for the scale-up push OPV devices towards large-scale manufacturing. Here, spray coating has been employed as an easy and versatile scalable technique to deposit all the layers of flexible polymer solar cells starting from PET/ITO/Ag/ITO substrates. A foldable nanocomposite based on cellulose and sprayed graphene nanoplatelets has been applied as top electrode through lamination. The overall fabrication process has been conducted in air by using commercial materials. A significant power conversion efficiency higher than 3% has been achieved and the high quality of the lamination process has been demonstrated by bending and adhesion tests. Such photovoltaic devices are the first fully-sprayed prototypes on plastic substrate and the novel structure has also been effective for devices with active area up to 0.75 cm 2 ."
277,277,10.1016/j.orgel.2017.12.047,,,Experimental investigation of tensile mechanical strain influence on the dark current of organic solar cells,2018,"Abstract In this paper we have experimentally studied the electrical behavior of organic solar cells (OSCs) under mechanical strain in dark condition. Dark current-voltage characteristics of solar cells provide valuable information on the defect states inside the device. The samples under tests here are two commercial polymeric solar cells with different electrode types. So, instead of studying merely the dark current changes of the solar cells versus strain, the electrodes effects due to the applied strain are compared at different environment temperatures. The most important electrical parameters of the strained cells are extracted as a function of the strain at different temperatures for two conditions: when the cells are under strain and when they are relaxed for 3 min after applying the strain. The only parameter that shows a considerable meaningful change by strain is the series resistance. The final results confirm that the cell with silver electrodes, shows a current increase by tensile strain due to the polymeric chains alignment along the strain direction. But the cell with carbon electrodes experiences a current decrement by increasing the strain. We believe that the carbon electrode, due to the larger carbon Young's modulus, in comparison with the silver electrode cells creates more defect states in the flexible polymeric cells under the same amount of the applied strain. Furthermore, the cell with softer and more stretchable silver grid electrodes can withstand a higher level of strain before suffering any permanent damage."
278,278,10.1016/j.solmat.2017.10.028,,,Analysing impact of oxygen and water exposure on roll-coated organic solar cell performance using impedance spectroscopy,2018,"In this work we study the degradation of roll-coated flexible inverted organic solar cells with the device architecture Ag/PEDOT:PSS/ZnO/FSP1:PCBM/PEDOT:PSS/Ag in different atmospheres. We demonstrate that impedance spectroscopy is a powerful tool for elucidating degradation mechanisms; it is used here to distinguish the different degradation mechanisms due to water and oxygen. Identical cells were exposed to different accelerated degradation environments using water only, oxygen only, and both water and oxygen simultaneously, all of them enhanced with UV light. The photocurrent is dramatically reduced in the oxygen-degraded samples. Impedance measurements indicate that this phenomenon is attributed to defects introduced by absorption of oxygen, which results in an increase of the acceptor impurity (NA) at the cathode interface obtained from a Mott-Schottky analysis. Simultaneously, at the anode interface where PEDOT:PSS is not shielded by the substrate, the nature of degradation differs for the water and oxygen degraded samples. While oxygen + UV light decreases the conductivity of the PEDOT:PSS layer, water + UV light changes the PEDOT:PSS work function inducing a depletion region at the anode."
279,279,10.1063/1.5017866,,,Understanding the free energy barrier and multiple timescale dynamics of charge separation in organic photovoltaic cells,2018,"By employing several lattice model systems, we investigate the free energy barrier and real-time dynamics of charge separation in organic photovoltaic (OPV) cells. It is found that the combined effects of the external electric field, entropy, and charge delocalization reduce the free energy barrier significantly. The dynamic disorder reduces charge carrier delocalization and results in the increased charge separation barrier, while the effect of static disorder is more complicated. Simulation of the real-time dynamics indicates that the free charge generation process involves multiple time scales, including an ultrafast component within hundreds of femtoseconds, an intermediate component related to the relaxation of the hot charge transfer (CT) state, and a slow component on the time scale of tens of picoseconds from the thermally equilibrated CT state. Effects of hot exciton dissociation as well as its dependence on the energy offset between the Frenkel exciton and the CT state are also analyzed. The current results indicate that only a small energy offset between the band gap and the lowest energy CT state is needed to achieve efficient free charge generation in OPV devices, which agrees with recent experimental findings."
280,280,10.1039/c7py01878a,,,Advances toward the effective use of block copolymers as organic photovoltaic active layers,2018,"Organic photovoltaic (OPV) technology could allow the inexpensive production of flexible solar cells via a roll-to-roll printing process. However, the performance of OPV devices relies on the formation of a nanostructured morphology of small but well-defined domains of donor and acceptor materials. Covalent linkage of the donor and acceptor material into a single block copolymer material could provide a bottom-up approach to the formation of ideal morphologies, but fundamental and multidisciplinary research is required to overcome the limitations facing the successful application of this material class to OPV. In this review, the evolution of block copolymers as OPV active layers and the strategies of material design, morphology control, and synthesis are discussed. Donor/acceptor block copolymers designed as single material OPV active layers and studies of model systems which contribute to the understanding of donor/acceptor block copolymers are the focus. Coil–coil and rod–coil block copolymer systems are examined to inform the discussion on rod–rod type materials, while the synthesis and application of fully-conjugated block copolymers is emphasized as the foremost material design."
281,281,10.1080/15421406.2018.1466243,,,Formation of ordered nanostructures in liquid-crystalline block copolymers with side-chain semiconductor materials,2018,"ABSTRACT We developed a novel block copolymer composed of poly(ethylene oxide) (PEO) and polymethacrylate functionalized with liquid–cryst-alline oligothiophene by using the atom transfer radical polymerization (ATRP), aiming at application to organic photovoltaic (OPV) cells. Thermal investigation showed that the resultant polymer exhibits liquid–crystalline phases both on heating and cooling. Morphologies of the thin films of the block copolymer were investigated by atomic force microscopy (AFM). Microphase separation with a small size of almost 10 nm (nano-phase-separated structures) was observed upon annealing."
282,282,10.1186/s12889-018-5126-1,,,Attitude and subjective wellbeing of non-compliant mothers to childhood oral polio vaccine supplemental immunization in Northern Nigeria,2018,"BackgroundAttitude and subjective well-being are important factors in mothers accepting or rejecting Oral Polio Vaccine (OPV) supplemental immunization. The purpose of the study was to determine the role of mothers’ attitude and subjective wellbeing on non-compliance to OPV supplemental immunization in Northern Nigeria.MethodsThe study utilized a cross-sectional design to assess attitude and subjective well-being of mothers using previously validated VACSATC (Vaccine Safety, Attitudes, Training and Communication-10 items) & SUBI (Subjective Well-being Inventory-40 items) measures. A total of 396 participants (equal number of non-compliant and compliant mothers) from 94 non-compliant settlements were interviewed, after informed consent. T-test was run to assess difference in mean scores between the non-compliant and compliant mothers on VACSATC and SUBI measures.ResultsThe research showed a significant difference in mean scores between the non-compliant and compliant groups on VACSATC measure of mothers’ attitude (M = 18.9 non-compliant, compared to 26.5 compliant; p < 0.05). On subjective well-being, the study showed there was no significant difference in the mean scores of the SUBI measure (M = 77.4 non-compliant, compared to 78.0 compliant; p > 0.05).ConclusionThe research has shown that negative attitude is more commonly present in non-compliant mothers and may be a factor in vaccine refusal in Northern Nigeria."
283,283,10.1021/acsami.7b17635,,,Polystyrene-block-Poly(ionic liquid) Copolymers as Work Function Modifiers in Inverted Organic Photovoltaic Cells,2018,"Interfacial layers play a critical role in building up the Ohmic contact between electrodes and functional layers in organic photovoltaic (OPV) solar cells. These layers are based on either inorganic oxides (ZnO and TiO2) or water-soluble organic polymers such as poly[(9,9-dioctyl-2,7-fluorene)-alt-(9,9-bis(3'-(N,N-dimethylamino)propyl)-2,7-fluorene)] and polyethylenimine ethoxylated (PEIE). In this work, we have developed a series of novel poly(ionic liquid) nonconjugated block copolymers for improving the performance of inverted OPV cells by using them as work function modifiers of the indium tin oxide (ITO) cathode. Four nonconjugated polyelectrolytes (n-CPEs) based on polystyrene and imidazolium poly(ionic liquid) (PSImCl) were synthesized by reversible addition-fragmentation chain transfer polymerization. The ratio of hydrophobic/hydrophilic block copolymers was varied depending on the ratio of polystyrene to the PSImCl block. The ionic density, which controls the work function of the electrode by forming an interfacial dipole between the electrode and the block copolymers, was easily tuned by simply changing the PSImCl molar ratio. The inverted OPV device with the ITO/PS29-b-PSImCl60 cathode achieved the best power conversion efficiency (PCE) of 7.55% among the synthesized block copolymers, exhibiting an even higher PCE than that of the reference OPV device with PEIE (7.30%). Furthermore, the surface properties of the block copolymers films were investigated by contact angle measurements to explore the influence of the controlled hydrophobic/hydrophilic characters on the device performances."
284,284,10.1007/s12204-018-1908-y,,,Enhancing the Efficiencies of Organic Photovoltaic and Organic Light-Emitting Diode Devices by Regular Nano-Wrinkle Patterns,2018,"Organic photovoltaic (OPV) cells and organic light-emitting diodes (OLEDs) are energy harvesting and generation devices that have attracted great attention these years because of their low costs, thin film structures, flexibility and environment-friendly manufacturing processes. For such thin film devices, photon management methods that increase the light absorption of OPV cells and the light extraction from OLEDs are highly desirable. Here, we report the experimental efforts to fabricate geometrically tunable and spontaneously formed nano-wrinkle structures with large areas, and the theoretical results on photon management with the nano-wrinkles."
285,285,10.1016/j.solmat.2017.10.008,,,"Outdoor organic photovoltaic module characteristics: Benchmarking against other PV technologies for performance, calculation of Ross coefficient and outdoor stability monitoring",2018,"Abstract A comparison of performance parameters for first, second and third generation PV technologies has been conducted. Organic photovoltaic (OPV) modules displayed markedly different outdoor performance characteristics to other PV technologies owing to the positive temperature coefficient, lower thermal mass and response under low light conditions. The linear relationship between irradiance and module temperature rise above ambient is studied, leading to calculation of values for the Ross coefficient for OPV modules. OPVs are shown to possess a lower Ross coefficient than poly-Si, due to the lower absorption of infrared radiation. The effect of wind speed on the Ross coefficient is also investigated, showing the effect that module structure has upon outdoor PV performance, with the OPV module cooling quicker under windy conditions than the poly-Si due to a lower thermal mass. A long term stability study on OPV modules with a silver nanowire-zinc oxide (AgNW-ZnO) composite front electrode has showed two phases of degradation: a short initial burn-in with significant drops in performance; followed by stabilisation and degradation progressing at a much slower rate. During the burn-in period the modules showed diurnal reversible degradation in the short circuit current (ISC), whereas open circuit voltage (VOC) and fill factor (FF) show a steady decline. The reversible degradation is assumed to be related to the desorption of oxygen from the ZnO layer during the day due to UV excitation, leading to an increase in trap formation and a drop in current generation capacity, followed by re-adsorption of the oxygen overnight."
286,286,10.1088/1361-6528/aaa62d,,,Graphene nanoplatelet doping of P3HT:PCBM photoactive layer of bulk heterojunction organic solar cells for enhancing performance,2018,"Hybrid organic photovoltaic (OPV) cells based on conjugated polymer photoactive materials are promising candidates for flexible, high-performance and low-cost energy sources owing to their inexpensive materials, cost-effective processing and ease of fabrication by simple solution processes. However, the modest PV performance obtained to date-in particular the low power conversion efficiency (PCE)-has impeded the large scale deployment of OPV cells. The low PCE in OPV solar cells is mainly attributed to the low carrier mobility, which is closely correlated to the transport diffusion length of the charge carriers within the photoactive layers. The 2D graphene material could be an excellent candidate for assisting charge transport improvement in the active layer of OPV cells, due to its huge carrier mobility, thermal and chemical stability, and its compatibility with the solution process. In this work, we report on the improvement of the optoelectronic properties and photovoltaic performance of graphene nanoplatelet (GNP)-doped P3HT:PCBM photoactive blended layers, integrated into a bulk heterojunction (BHJ) organic-photovoltaic-based device, using PEDOT:PSS on an ITO/glass substrate. First, the light absorption capacity was observed to increase with respect to the GNP content, while the photoluminescence showed clear quenching, indicating electron transfer between the graphene sheets and the polymeric matrix. Then, the incorporation of GNP into the BHJ active layer resulted in enhanced PV performance with respect to the reference cell, and the best PV performance was obtained with 3 wt.% of GNP loading, with an open-circuit voltage of 1.24 V, a short-circuit current density value of 6.18 mA cm-2, a fill factor of 47.12%, and a power conversion efficiency of about 3.61%. We believe that the obtained results contribute to the development of organic photovoltaic devices and to the understanding of the impact of sp2-bonded carbon therein."
287,287,10.1109/EICT.2017.8275238,,,Design of efficient triple-junction organic solar cell,2018,"Organic Photovoltaics have become a promising alternative to today's silicon-based technologies with the potential of providing low-cost, large-scale production. However, Organic Solar Cells (OSC) still suffer from lower efficiencies than their inorganic counterparts due to the narrow absorption band of single cell OSC. In this work, the performance of the several active materials available for OSCs has been analyzed in search of materials having complementary absorption band to obtain better light harvest and in turns efficient tandem OSC. For the performance analysis, an analytical model for the external voltage-dependent photocurrent in Bulk Heterojunction OSCs has been used, which incorporates exponential photon absorption, dissociation efficiency of bound electron-hole pairs (EHPs), carrier trapping, and carrier drift and diffusion in the photon absorption layer. Considering current matching, the optimized thickness of the individual cells has been obtained to design better performing double and triple-cell tandem OSCs. An efficiency of 8.29% has been obtained from a double-cell (junction) OSC by series connecting P3HT:PCBM (front cell) and pBBTDPP2:PCBM (back cell). A completely new low-bandgap (1.59 eV) material has been introduced as a middle cell to design a triple-junction(cell) tandem OSC which provided a PCE of about 14%, which is a great enhancement in PCE."
288,288,10.3390/polym10020123,,,Recent advances of plasmonic organic solar cells: Photophysical investigations,2018,"The surface plasmon resonance (SPR) of metallic nanomaterials, such as gold (Au) and silver (Ag), has been extensively exploited to improve the optical absorption, the charge carrier transport, and the ultimate device performances in organic photovoltaic cells (OPV). With the incorporation of diverse metallic nanostructures in active layers, buffer layers, electrodes, or between adjacent layers of OPVs, multiple plasmonic mechanisms may occur and need to be distinguished to better understand plasmonic enhancement. Steady-state photophysics is a powerful tool for unraveling the plasmonic nature and revealing plasmonic mechanisms such as the localized surface plasmon resonance (LSPR), the propagating plasmon-polariton (SPP), and the plasmon-gap mode. Furthermore, the charge transfer dynamics in the organic semiconductor materials can be elucidated from the transient photophysical investigations. In this review article, the basics of the plasmonic mechanisms and the related metallic nanostructures are briefly introduced. We then outline the recent advances of the plasmonic applications in OPVs emphasizing the linkage between the photophysical properties, the nanometallic geometries, and the photovoltaic performance of the OPV devices."
290,290,10.1166/jnn.2018.14927,,,DC magnetron sputtered IZTO thin films for organic photovoltaic application,2018,"IZTO20 (In0.6Zn0.2Sn0.2O1.5) ceramic target was prepared from oxide mixture of In2O3, ZnO, and SnO2 powders. IZTO20 thin films were then deposited onto glass substrate at 400 °C by DC magnetron sputtering. The average optical transmittance determined by ultraviolet-visible spectroscopy was higher than 85% for all films. The minimum resistivity of the annealed IZTO20 thin film was approximately 6.1×10-4 Ω·cm, which tended to increase with decreasing indium content. Substrate heating and annealing were found to be important parameters affecting the electrical and optical properties. An organic photovoltaic (OPV) cell was fabricated using the IZTO20 film deposited under the optimized condition as an anode electrode and the efficiency of up to 80% compared to that of a similar OPV cell using ITO film was observed. Reduction of surface roughness and electrical resistivity through annealing treatment was found to contribute to the improved efficiency of the OPV cell."
291,291,10.1016/B978-0-12-813351-4.00025-0,,,Synthesis of nanoparticles,2018,"Abstract Nano-structured semiconductors, a new class of particles emerged as a good candidate for applications, especially in electronics, optoelectronics and biology because they can bridge the gap between the bulk and molecular levels. They have size-tunable optical and electronic properties, very high available surface area and optical transparency. They can be synthesized with a wide variety of chemical compositions using capping ligands to control size without aggregation and dispersed in solvents for room-temperature deposition. They have attracted remarkable interest in both basic scientific research and in industrial development in the area of optoelectronics due to ease of processing, low cost. On the other hand organic semiconductors are another class of promising materials for organic and hybrid electronics due to their low cost and flexibility. In this chapter basic aspects of synthesis and applications of nano-particles and organic semiconductors is presented. They have attracted remarkable interest in both basic scientific research and industrial applications. They can be used for a wide variety of applications, including solar cells (PV), organic field-effect transistors (OFETs), organic light emitting diodes (OLEDs) etc."
292,292,10.1088/1674-4926/39/9/094001,,,Effect of single walled carbon nanotubes on series resistance of Rose Bengal and Methyl Red dye-based organic photovoltaic device,2018,The influence of single walled carbon nanotube (SWCNT) on the series resistance (Rs) of Rose Bengal (RB) and Methyl Red (MR) dye-based organic diodes has been studied. It has been revealed from experimental results that SWCNT has a significant effect on Rs. The values of Rs are measured from current–voltage (I–V) characteristics and also by utilizing the Cheung method. Obtained values from the Cheung method have been verified using H(I)–I plots for all dye-based devices. The extracted values using these two processes show a good consistency with each other. It is observed that Rs is reduced significantly by incorporating SWCNT for both dyes. The estimated amounts of reduction of Rs using SWCNT are 76.08% and 64.23% obtained from the I–V relationship whereas the value of Rs shows a reduction of 83.5% and 67.1% when measured by using the Cheung method for RB and MR dyes respectively. The ideality factor and barrier height of the diodes have also been extracted. The ideality factor has decreased with incorporation of SWCNT. A reduction in barrier height for the devices has also been observed in the presence of SWCNT.
293,293,10.1556/0806.46.2018.038,,,Optimizing sample size for molecular characterization of open-pollinated maize (Zea Mays L.) varieties using simple sequence repeat markers,2018,"Molecular-based characterization of open-pollinated varieties (OPVs) in maize is useful to define their unique profiles. A total of 58 SSR markers selected from a panel of 70 were used for genotyping three samples of 30, 50 and 100 plant bulks for each of 32 OPVs. The SSR markers detected a total of 253 alleles in the 32 maize OPVs across the three bulk samples. The number of alleles per marker varied from 2 to 7, with an overall mean of 4.36. The genetic distance among the OPVs varied from 0.17 to 0.93 with an average of 0.70 ± 0.007 for bulk samples of 30 plants, 0.20 to 0.91 with an overall mean of 0.70 ± 0.007 for bulk samples of 50 plants and from 0.30 to 0.95 with an average of 0.75 ± 0.006 for bulk samples of 100 plants. Cluster analysis separated the 32 maize OPVs into two major groups, which were further separated into two sub-groups for each type of bulk sample. The groupings of the OPVs into two major groups and their corresponding sub-groups was consistent with known breeding history (common parentage) and common target traits during development of the OPVs irrespective of the sample size used. However, in the bulk samples of 50 and 100 plants, some sub-groups were composed of OPVs with mixed maturity classes and diverse genetic backgrounds. Of the three independent bulk samples, the smallest sample size of 30 plants was found to be optimal for characterizing heterogeneous and heterozygous maize populations and OPVs owing to its cost-effectiveness and relative ease of sample processing."
294,294,10.1117/12.2501582,,,Spectroscopic ellipsometry measurements and nanocharacterization of conductive graft copolymer thin films,2018,"This work presents an investigation on the influence of different factors on conductive graft comb copolymer polymethylsiloxane (PMS) with poly(3-hexyltiophene) (P3HT) and poly(ethylene) glycol (PEG) or dodec-1-en as functional side groups grafted on poly(methylhydrosiloxane) backbone. The analysed factors that influenced the parameters of the layers were temperature and different gas atmosphere (N2, NO2). Samples were measured by spectroscopic ellipsometry under the influence of a gas atmosphere. Moreover, morphology (sample roughness) and optical properties (refractive index, extinction coefficient) were measured of obtained thin films deposited on glass substrate using spin coating method. The study showed that obtained thin films of copolymers shows the possibility of using such polymers in the implementation of gas sensing structures."
295,295,10.1117/12.2322638,,,Active thin film variation in OPV cells and analysis through external and internal quantum efficiency,2018,"In this work is reported an analysis of the external and internal quantum efficiency (EQE and IQE) and, its correlation with the power conversion efficiency (PCE) of organic photovoltaic (OPV) cells, as a function of the active layer thickness. It was used the bulk heterojunction architecture under the configuration ITO/PEDOT:PSS/PTB7- Th:PC71BM/PFN/Field’s Metal (FM) and the active film thickness range was 40-165 nm. FM is a eutectic alloy, composed by 32.5% Bi, 51% In and 16.5% Sn, that melt at 65°C and is easily deposited on top of the electron transport layer (ETL) at low temperature (~ 90 °C). EQE set up was a home-made and the IQE spectra for the active film thickness range were determined from EQE and net internal absorption spectra; net absorption was estimated through the transfer matrix method (TMM). It was observed a significant reduction of IQE with the increasing of the active layer thickness up to 120 nm. IQE decreases and consequently EQE and PCE too because of the reduction in charge carriers collection. It was calculated the short-circuit current density (Jsc) from these measurements and compared these values with those achieved by the J-V plots to verify EQE results. It is noteworthy that EQE takes into account the effect of optical losses by reflection and transmission, while IQE is related with the efficiency of the photons that are not reflected or transmitted out of the cell."
296,296,10.1039/c8tc02838a,,,Porphyrin-based thick-film bulk-heterojunction solar cells for indoor light harvesting,2018,"A porphyrin-based donor material P1 is used to fabricate bulk-heterojunction solar cells harvesting room light. P1 consists of a porphyrin ring linked by two ethylrhodanine end caps via phenylene ethynylene bridges. Organic photovoltaic (OPV) cells using P1 as the donor exhibit significantly improved performances under indoor illumination compared to 1 sun conditions. For P1:PC71BM cells, an optimized-PCE of 19.2% was achieved under a 300 lux illumination of a 3000 K LED tube. Besides high PCEs, the porphyrin-based devices also exhibit enhanced OPV performances in thick film regions (∼200 nm) compared to a control BHJ cell using PCDTBT:PC71BM. The thick-film P1-based device shows an overall PCE of 18.2%. The origins of the thickness independent OPV performances were examined, and they can be attributed to the low electronic disorders of these materials when compared to their polymer counterparts."
297,297,10.1039/c8tc02701c,,,A tetrachlorinated molecular non-fullerene acceptor for high performance near-IR absorbing organic solar cells,2018,We detail the physical properties and organic photovoltaic (OPV) performance of a tetrachlorinated fused ring non-fullerene acceptor. Introduction of chlorine atoms red-shifts the optical absorption out to 850 nm leading to low energy photocurrent generation in solar cell devices using the donor polymer PBDB-T. Processing films with different volatile solvent additives affects the active layer morphology and open-circuit voltage (Voc). The best solar cells exhibit power conversion efficiencies over 9%.
298,298,10.1039/c8ra05903a,,,Organic photovoltaics of diketopyrrolopyrrole copolymers with unsymmetric and regiorandom configuration of the side units,2018,"Diketopyrrolopyrrole (DPP) is a representative electron acceptor incorporated into narrow-bandgap polymers for organic photovoltaic cells (OPV). Commonly, identical aromatic units are attached to the sides of the DPP unit, forming symmetric DPP polymers. Herein we report the synthesis and characterization of DPP copolymers consisting of unsymmetric configurations of the side aromatics. The unsymmetric DPP copolymer with thienothiophene and benzene side moieties exhibits good solubility owing to the twisted dihedral angle at benzene and regiorandom configuration. A significant shallowing of the highest occupied molecular orbital level is observed in accordance with the electron-donating nature of the side units (benzene, thiophene, and thienothiophene). The overall power conversion efficiencies of the unsymmetric DPPs (2.3–2.4%) are greater than that of the centrosymmetric analogue (0.45%), which is discussed in view of bulk heterojunction morphology, polymer crystallinity, and space-charge-limited current mobilities. This comparative study highlights the effect of unsymmetric design on the molecular stacking and OPV performance of DPP copolymers."
299,299,10.1246/bcsj.20180087,,,Photostability of Poly(3-hexylthiophene) (P3HT) in P3HT: Fullerene Films: Effects of Dispersed Structures of Fullerene Derivatives,2018,The relationship between photostability and dispersed structures of poly(3-hexylthiophene) (P3HT):fullerene films was studied using atomic force microscopy and UV-Vis absorption spectroscopy. The films with higher dispersity showed better photostability. An evaluation method based on UV-Vis absorption spectroscopy was found to be promising to estimate the photostability of the films.
300,300,10.1039/c8ta01728j,,,Designing a ternary photovoltaic cell for indoor light harvesting with a power conversion efficiency exceeding 20%,2018,"We used several polymers as the ternary components to demonstrate a ternary strategy to improve the performance of PCDTBT:PC71BM devices under 1 sun and indoor illumination. With a binary bulk-heterojunction (BHJ) of PCDTBT:PC71BM organic photovoltaic (OPV) cell, a power conversion efficiency (PCE) of 16.5% under indoor light sources (300 lux from fluorescence tube) was achieved. However, with a ternary BHJ cell of PCDTBT:PDTSTPD:PC71BM, the PCE can be enhanced to 20.8%. FFs are the primarily improved in these devices. Transport and absorption measurements indicate the origins of the improvements of OPV performance: the ternary BHJ films exhibit enhanced hole mobilities and reduced Urbach energies, indicating that the blending of the PDTSTPD component passivates shallow traps near the band edges of the BHJ films."
302,302,10.1039/c7ta10995d,,,"Photobleaching dynamics in small molecule: Vs. polymer organic photovoltaic blends with 1,7-bis-trifluoromethylfullerene",2018,"Two organic photovoltaic (OPV) donor materials (one polymer and one small molecule) are synthesized from the same constituent building blocks, namely thiophene units, cyclopentathiophene dione (CTD), and cyclopentadithiophene (CPDT). Photobleaching dynamics of these donor materials are then studied under white light illumination in air with blends of PC70BM and the bis-trifluoromethylfullerene 1,7-C60(CF3)2. For both the polymer and small molecule blends, C60(CF3)2 stabilizes the initial rate of photobleaching by a factor of 15 relative to PC70BM. However, once the small molecule:C60(CF3)2 blend bleaches to ∼80% of its initial optical density, the rate of photobleaching dramatically accelerates, which is not observed in the analogous polymer blend. We probe that phenomenon using time-resolved photoluminescence (TRPL) to measure PL quenching efficiencies at defined intervals during the photobleaching experiments. The data indicates the small molecule donor and C60(CF3)2 acceptor significantly de-mix with time, after which the blend begins to bleach at approximately the same rate as the neat donor sample. The work suggests that perfluoroalkylfullerenes have great potential to stabilize certain OPV active layers toward photodegradation, provided their morphology is stable."
303,303,10.1039/c8ra00520f,,,High-efficiency and stable piezo-phototronic organic perovskite solar cell,2018,"Perovskite materials are regarded as next-generation organic photovoltaic (OPV) materials due to their excellent physical and chemical properties. Recent theoretical and experimental advances also revealed the piezoelectric properties of CH3NH3PbI3 perovskite thin films. In this work, a CH3NH3PbI3 perovskite piezo-phototronic solar cell is studied in theory. The output parameters such as open circuit voltage, current–voltage characteristics, fill factor, power conversion efficiency, and maximum output power with external strains are presented. The coefficient to characterize piezo-phototronic modulation is also calculated for the piezo-phototronic solar cell. With the change of strain, the output performance can be controlled and enhanced. This principle can offer not only a novel and unique approach to produce high-performance, stable perovskite solar cells, but also a principle to design new piezoelectric perovskite optoelectronic devices."
305,305,10.1109/JPHOTOV.2017.2764143,,,All-spray-coated inverted semitransparent organic solar cells and modules,2018,"The aim of this study is to demonstrate a fabrication process of all-sprayed inverted organic photovoltaics. We sprayed the blend of poly(3-hexylthiophene-2,5-diyl) and [6, 6] phenyl-C61-butyric acid methyl ester as an active layer and zinc oxide prepared by a sol–gel process as an electron transport layer. The highly conductive poly(3,4-ethylenedioxythiophene):poly(styrenesulfonate) as a semitransparent anode and alternative to Ag is sequentially spray-coated. We further utilize nitrogen (N2) plasma modification on the active layer for improving the compatibility between two layers in this work. With a combination of tuning the subsequent thermal treatment, the all-sprayed devices with good performance could be obtained. The highest power conversion efficiency (PCE) of 2.90% is achieved by optimizing the N2 plasma and thermal treatment, and the stability test is performed. Moreover, we up-scaled the all-spray-coating process to a module with three cells connected in series, and the PCE of the module is achieved to 2.44%."
309,309,10.1002/adma.201703980,,,Highly Efficient Porphyrin-Based OPV/Perovskite Hybrid Solar Cells with Extended Photoresponse and High Fill Factor,2017,"Employing a layer of bulk-heterojunction (BHJ) organic semiconductors on top of perovskite to further extend its photoresponse is considered as a simple and promising way to enhance the efficiency of perovskite-based solar cells, instead of using tandem devices or near infrared (NIR)-absorbing Sn-containing perovskites. However, the progress made from this approach is quite limited because very few such hybrid solar cells can simultaneously show high short-circuit current (JSC ) and fill factor (FF). To find an appropriate NIR-absorbing BHJ is essential for highly efficient, organic, photovoltaics (OPV)/perovskite hybrid solar cells. The materials involved in the BHJ layer not only need to have broad photoresponse to increase JSC , but also possess suitable energy levels and high mobility to afford high VOC and FF. In this work, a new porphyrin is synthesized and blended with [6,6]-phenyl-C61-butyric acid methyl ester (PCBM) to function as an efficient BHJ for OPV/perovskite hybrid solar cells. The extended photoresponse, well-matched energy levels, and high hole mobility from optimized BHJ morphology afford a very high power conversion efficiency (PCE) (19.02%) with high Voc , JSC , and FF achieved simultaneously. This is the highest value reported so far for such hybrid devices, which demonstrates the feasibility of further improving the efficiency of perovskite devices."
