,Unnamed: 0,doi,publication,publisher,title,year,Abstract
256,256,10.1016/j.dyepig.2019.108044,,,Positive effects of side-chain fluorination and polymer additive SBS on the enhanced performance of asymmetric-indenothiophene-based polymer solar cells,2020,"Abstract Two new D-A type photovoltaic polymers, namely PITPh-DfQx and PITPhf-DfQx, based on asymmetric indenothiophene (IT) donor units with alkoxyphenyl or fluoroalkoxyphenyl substitutes were designed and synthesized. Effects of the fluorine substitution in the asymmetric IT donor units on the electronic structure, ordering structure, photovoltaic properties, and charge generation and recombination dynamics were investigated. It is found that side-chain fluorination in the asymmetric donor units of the D-A polymers endowed the relative polymers with a deeper HOMO level, higher and more balanced charge mobilites, increased charge dissociation efficiency and reduced bimolecular recombination. As a result, the bulk heterojunction solar cell based on the blend film of PITPhf-DfQx and PC71BM demonstrated an efficiency of 6.10%, whereas the cell efficiency based on PITPh-DfQx was only 3.00%. In addition, a triblock copolymer, poly(styrene-block-butadiene-block-styrene) (SBS), was employed for the first time as a polymer additive into the active layers based on PITPh-DfQx/PC71BM and PITPhf-DfQx/PC71BM devices to promote donor crystallization and tune the extent of phase separation between the donor and acceptor. The presence of SBS obviously improved the molecule packing and induced the crystallization of the two polymers, giving rise to a better phase separation due to enhanced aggregation effect of photovoltaic polymers. Therefore, with a small addition of SBS, the optimal PCE was further increased from 6.10% to 6.60% for PITPhf-DfQx based device and from 3.00% to 5.50% for PITPh-DfQx based device. The positive effects of SBS additive on the performance of photovoltaic polymer/fullerene BHJ solar cells provide a new strategy for developing high performance polymer solar cells."
257,257,10.1021/acsami.9b21929,,,"π-Extension, Selenium Incorporation, and Trimerization: ""three in One"" for Efficient Perylene Diimide Oligomer-Based Organic Solar Cells",2020,"Perylene diimide (PDI) and the vinylene-bridged helical PDI oligomers are versatile building blocks for constructing non-fullerene acceptors (NFAs). In this contribution, a benzene-cored star-shaped NFA, namely TPDI2-Se, was designed and synthesized for organic solar cells (OSCs). The NFA with smaller π-conjugated blades, namely TPDI-Se was synthesized for comparison. Using the commercially available PTB7-Th as the electron donor, a best power conversion efficiency (PCE) of 3.62% was obtained for TPDI-Se based OSCs. However, a much higher PCE of 8.59% was achieved for TPDI2-Se based devices owing to the π-extension in the peripheral panels. Moreover, the photovoltaic performance of TPDI2-Se based OSCs is also superior to those of the parent NFA TPDI2 (PCE of 7.84%) and the blade moiety PDI2-Se (PCE of 6.61%) based ones. Additionally, a remarkable short-circuit current (Jsc) value of 17.21 mA/cm2 was obtained for TPDI2-Se based OSCs, which is among the highest Jsc values reported in PDI-based OSCs. These results argue that the so-called ""three in one"" molecule design strategy of π-extension, selenium incorporation and trimerization offers a robust approach to constructing high-performance PDI-based NFAs."
258,258,10.1021/acs.jpca.9b10097,,,Open-Circuit Voltage of Organic Photovoltaics: A Time-Dependent and Unrestricted DFT Study in a P3HT/PCBM Complex,2020,"Solar cells based on blends of P3HT/PCMB constitute one of the most efficient polymer photovoltaic cells. One of the main factors that determine the efficiency of the solar cells is the open-circuit voltage, VOC. In this work, we provide an analysis of the parameters affecting the VOC in a P3HT/PCBM complex. Electronic transitions, excited states, and electron transfer parameters are evaluated under the classical Marcus formalism via the time-dependent and unrestricted CAM-B3LYP/6-31G* methods. The charge-recombination driving force is found to mainly affect the charge-recombination rate constant and, in turn, VOC. Even though other parameters also determine the value of VOC like density of states, dimensions of the cell, and microstructure of the donor/acceptor interface, the current work highlights the understanding attained by modeling charge-transfer parameters. The analysis reported here encourage further quantum-chemical investigations in organic photovoltaics with the aim of estimating and improving VOC, such that more efficient organic solar cells may be predicted."
260,260,10.1039/c9ta13128k,,,High-performance NIR-sensitive fused tetrathienoacene electron acceptors,2020,"New electron-donating fused-ring cores based on tetrathienoacene were designed, with which new NIR-sensitive fused-ring electron acceptors, F8IC1 and F10IC1, were synthesized. Compared with the thieno[3,2-b]thiophene-based counterpart F6IC, F8IC1 and F10IC1 show heavily elevated HOMO and slightly elevated LUMO levels, bathochromic absorption spectra with reduced optical bandgaps, and enhanced electron mobilities. Paired with the polymer donor material PTB7-Th, the organic photovoltaic devices based on F8IC1 and F10IC1 show synchronous enhancement of open-circuit voltage, short-circuit current and fill factor. The single-junction cells based on F8IC1 and F10IC1 achieve efficiencies of 10.7% and 12.3%, respectively, surpassing those of the F6IC-based control cells (7.00%)."
261,261,10.1016/j.molstruc.2019.127093,,,"Design, theoretical study and correlation of the electronic and optical properties of diethynylphenylthiophene as photovoltaic materials",2020,"Abstract In this work the authors reported the design of molecules with low molecular weight, which can be used in environmental applications. The systems are derived of diethynylphenylthiophene (LMWOM) coupled to phenyldiamine as spacer, forming hyper conjugated macrocycles (p-PDT, m-PDT, o-PDT, p-ZnPDT, m -ZnPDT and o-ZnPDT). Similar structures are used as sensitized materials in photovoltaic cells. The optical, geometric, electronic and photovoltaic properties was estimate using DFT, base B3LYP 6–31g (d, 2p) in Gaussian 09, software of quantum chemistry. The experimental correlation was calculated thorough of electrochemical analyses for HOMO, LUMO and GAP parameters. The results obtained to allow a rationalization or explanation of the experimental data. On the other hand, the acid Lewis effect was considered incorporating zinc(II) to lineal and macrocycle structures. The best photovoltaic parameters were described for the p-PDT molecule with PCE 26.18%, Jsc = 14.79 mA cm2 and ΔE = 2.66 eV. Also, they were also observed electronic effects in the stabilization of macrocycle, influenced by the isomer spacer. The metal ion presented three effects between lineal and macrocycle structures: To improve the electronic distribution between donor and acceptor, provides rigidity to the system favoring the optical and electronic properties and decreases GAP value. Finally, the authors correlate experimentally the method used theoretically, and it are proposed molecules with competitive properties in relationship to organic systems used as photosensitized materials, currently."
262,262,10.1016/j.jechem.2020.04.076,,,"Shorter alkyl chain in thieno[3,4-c]pyrrole-4,6-dione (TPD)-based large bandgap polymer donors – Yield efficient non-fullerene polymer solar cells",2020,"Abstract Typically, conjugated polymers are composed of conjugated backbones and alkyl side chains. In this contribution, a cost-effective strategy of tailoring the length of alkyl side chain is utilized to design high-performing thieno[3,4-c]pyrrole-4,6-dione (TPD)-based large bandgap polymer donors PBDT-BiTPD(Cχ) (χ = 48, 52, 56), in which χ represents the alkyl side chain length in term of the total carbon number. A combination of light absorption, device, and morphology examinations make clear that the shorter alkyl side chains yield (i) higher crystallinity and more predominant face-on crystallite orientation in their neat and BHJ blend films, (ii) higher charge mobilities (6.7 × 10−4 cm2 V−1 s−1 for C48 vs. 3.2 × 10−4 cm2 V−1 s−1 for C56), and negligible charge recombination, consequently, (iii) significantly improved fill-factor (FF) and short current (JSC), while almost the same open circuit voltage (VOC) of ca. 0.82 V in their corresponding BHJ devices. In parallel, as alkyl side chain lengths decrease from C56 to C48, power conversion efficiencies (PCEs) increased from 7.8% for C56 to 11.1% for C52, and further to 14.1% for C48 in their BHJ solar cells made with a narrow bandgap non-fullerene acceptor Y6. This systematic study declares that shortening the side chain, if providing appropriate solubility in device solution processing solvents, is of essential significance for developing high-performing polymer donors and further improving device photovoltaic performance."
263,263,10.1051/epjap/2020190346,,,New electron donor in planar heterojunction: Optimization of the cells efficiency through the choice of the hole-extracting layer,2020,"Due to their light weight, flexibility and semi-transparency the organic photovoltaic cells play an important role for solar conversion photovoltaic (OPV). To achieve good performances, both donor and acceptor materials in OPVs need to have good extinction coefficients, high stabilities and good film morphologies. Since the donor plays a critical role as the absorber to solar photon flux, donor materials require wide optical absorption to match the solar spectrum. In this work the couple ED/EA in planar heterojunction was Tetracyano 4,4'-bis(9Hcarbazol-9-yl) biphenyl (TCC)/fullerene (C60 ). Optimum results are obtained when MoO3 alone is used as Hole Transporting Layer (HTL). The J/V characteristics do not exhibit S-shaped curves up to a TCC layer thickness of 15 nm, while they did when the HTL includes CuI. Theoretical study, complementary to the experimental study, shows that in the case of S-shaped curve the cell behaves as if it was made up of 2 diodes, one of which would be opposed to the flow of the photogenerated current. In the case of MoO3 HTL, i.e; without shaped curve, the optimum thickness is 13 nm, giving an efficiency η  = 2.30% with V oc  = 0.9 V, J sc  = 5.17 mA/cm2 and FF = 49%."
264,264,10.1016/j.orgel.2019.105521,,,"Novel swivel-cruciform 5,5′-bibenzothiadiazole based small molecule donors for efficient organic solar cells",2020,"Abstract 5,5′-bibenzothiadiazole (BBT), which is a dimer of widely used electron deficient building block benzothiadiazole (BT), offers great promise for developing highly efficient electron donors because of its unique structural features. However, a small quantity of work has been reported on BBT based donors, and their overall performances are still far behind those of their BT counterparts. In order to make a contribution in this regard, the novel small molecules were synthesized and applied as donor materials in the bulk heterojunction solar cells, in which the BBT was used as the central node. Compared with the corresponding linear BT based molecule, the swivel-cruciform BBT based molecule exhibited significantly enhanced photovoltaic performance with an impressive power conversion efficiency of 7.21%, which is the best reported device performance based on BBT-core materials in organic solar cells. These results indicate the great potential of BBT for high performance solar cells."
265,265,10.1021/acsenergylett.9b01819,,,High-Performance and Stable Nonfullerene Acceptor-Based Organic Solar Cells for Indoor to Outdoor Light,2020,"We synthesized a donor polymer of bis(2-ethylhexyl)thiophene-substituted benzodithiophene (BDT-Th) and 1,3-bis(2-ethylhexyl)-5,7-di(thiophene-2-yl)benzo[1,2-c:4,5-c′]dithiophene-4,8-dione, for whic..."
267,267,10.1021/acsami.9b17580,,,Enhanced Organic and Perovskite Solar Cell Performance through Modification of the Electron-Selective Contact with a Bodipy-Porphyrin Dyad,2020,"Photovoltaic devices based on organic semiconductors and organo-metal halide perovskites have not yet reached the theoretically predicted power conversion efficiencies while they still exhibit poor environmental stability. Interfacial engineering using suitable materials has been recognized as an attractive approach to tackle the above issues. We introduce here a zinc porphyrin-triazine-bodipy donor-π bridge-acceptor dye as a universal electron transfer mediator in both organic and perovskite solar cells. Thanks to its ""push-pull"" character, this dye enhances electron transfer from the absorber layer towards the electron selective contact thus improving the device photocurrent and efficiency. The direct result is a more than 10% average power conversion efficiency enhancement in both fullerene (from 8.65 to 9.80 %) and non-fullerene (from 7.71 to 8.73%) based organic solar cells as well as in perovskite ones (from 14.56 to 15.67%), proving the universality of our approach. Concurrently, by forming a hydrophobic network on the surface of metal oxide substrates it improves the nanomorphology of the photoactive overlayer and contributes to efficiency stabilization. The fabricated devices of both kinds preserved more than 85% of their efficiency upon exposure to ambient conditions for more than 600 hours without any encapsulation."
268,268,10.1021/acs.analchem.9b03915,,,Simultaneous unlocking optoelectronic and interfacial properties of c<inf>60</inf> for ultrasensitive immunosensing by coupling to metal-organic framework,2020,"Due to exceptional electron-accepting ability, light-absorption and delocalized conjugated structure, buckminsterfullerene (C60) has attracted fascinating interests in the field of organic solar cells. However, poor delocalization and accumulation of electrons for pristine C60 in physiological aqueous solution and difficulties in conjugation with biomolecules limit its extended photovoltaic ap-plications in bioassay. Herein, we reported the non-covalent coupling of C60 to an electronically complementary porphyrin-derived metal-organic framework (PCN-224) with carboxyl-group terminals. Such assembly not only offered a friendly interface for biocon-jugation but also resulted in a long-range ordering C60@PCN-224 donor-acceptor system that demonstrated an unprecedented pho-tocurrent enhancement up to 10 times with respect to each component. As an example, by further cooperating with Nanobodies, the as-prepared C60@PCN-224 was applied to a photoelectrochemical (PEC) immunosensor for S100 calcium-binding protein B with by far the most promising detection activities. This work may open a new venue to unlock the great potential of C60 in PEC bio-sensing with excellent performances."
269,269,10.1021/acs.jpclett.9b02719,,,The Cost of Converting Excitons into Free Charge Carriers in Organic Solar Cells,2020,"Efficient exciton dissociation and subsequent generation of free charge carriers at the organic donor-acceptor interface requires a number of electron transfer processes. It is a common view that these steps result in an unavoidable energy loss in organic photovoltaic devices, not present in other types of solar cells. The currently best performing organic solar cells with power conversion efficiencies over 16% challenge this view and no interfacial charge-transfer states with significantly lower energy than the strongly absorbing singlet states are detected within the gap of the used donor and acceptor materials. This perspective will discuss implications, the remaining sources of energy loss and open questions to be solved to achieve power conversion efficiencies over 20%."
270,270,10.1002/adma.202003164,,,Enhancing the Performance of Organic Solar Cells by Prolonging the Lifetime of Photogenerated Excitons,2020,"Exciton lifetime (τ) is crucial for the migration of excitons to donor/acceptor interfaces for subsequent charge separation in organic solar cells (OSCs); however, obvious prolongation of τ has rarely been achieved. Here, by introducing a solid additive 9-fluorenone-1-carboxylic acid (FCA) into the active layer, which comprises a nonfullerene acceptor, 3,9-bis(2-methylene-((3-(1,1-dicyanomethylene)-6/7-methyl)-indanone))-5,5,11,11-tetrakis(4-hexylphenyl)-dithieno[2,3-d:2',3'-d']-s-indaceno[1,2-b:5,6-b']dithiophene (IT-M), τ is substantially prolonged from 491 to 928 ps, together with obvious increases in fluorescence intensity and quantum yield. Time-resolved transient infrared spectra indicate the presence of an intermolecular vibrational coupling between the electronic excited state of IT-M and the electronic ground state of FCA, which is first observed here and which can suppress the internal conversion process. IT-M-based OSCs display an improved short-circuit current and fill factor after the addition of FCA. Thus, the power conversion efficiency is increased, particularly for devices with a large donor/acceptor ratio of 1:4, whose efficiency is increased by 56%. This study describes a novel method, which is also applicable to other nonfullerene acceptors, for further improving the performance of OSCs without affecting their morphology and light absorption properties."
272,272,10.4028/www.scientific.net/MSF.1002.221,,,"DFT study of new donor-π-acceptor materials based on thieno[2,3-b] indole candidate for organic solar cells application",2020,"In present search, we report theoretical analysis by using DFT (TD-DFT)-B3LYP with 6-31G (d, p) level on the geometries, optoelectronic and absorption characteristics of novel a series of the donor-π-acceptor dyes. Their π-conjugated bridge is based on the thiophene, benzene, pyridine, and pyrazine, the thieno [2,3-b] indole was used as an electron donor (D) and the acid 2-cyanoacrylic was used as an electron acceptor (A) group. The theoretical information of the electronic structures such as energy levels (HOMO and LUMO) and energy gap of the molecules is based on study the dyes in organic solar cells. Consequently the energy levels, energy gap, photovoltaic properties, quantum chemical and absorption parameters of all the dyes have been computed and reported. The calculations show that the dyes under study can theoretically be good photosensitizers in DSSCs. Also, the results show that the LUMO levels of all dyes design lie over the conduction band (Ecb) of the semiconductors TiO2 (or PC70BM) likewise the HOMO levels lie under the decrease potential vitality of the (electrolytes) comparing to ability of electron transfer from the molecular dye excited state to TiO2 (or PC70BM) and chargeerenewal after photo-oxidation process, separately."
273,273,10.1007/978-3-030-43222-5_28,,,Modelling of Limitations of BHJ Architecture in Organic Solar Cells,2020,"Polymer solar cells are considered as very promising candidates for the development of photovoltaics of the future. They are cheap and easy to fabricate, however, up to now, they possess a fundamental drawback: low effectiveness. One ask the question how fundamental this limitation is. We propose the simple model which examines the limitations of efficiency by analysis of geometrical aspects of the bulk heterojunction (BHJ) architecture. We calculate the effective area of the donor-acceptor border in the random mixture of the donor and the acceptor nanocrystals and further compare it with an ideal “brush architecture”. It turns out that in the BHJ architecture, this effective areas are very close to the value obtained in the “brush” one. Implications of this fact are discussed: we consider some other factors, which could limit the efficiency of the BHJ architecture, try to estimate its scale and speculate on possibilities of realization of another architectures and materials in the construction of solar cells."
274,274,10.1117/12.2544294,,,Dynamical view of charge transport and separation in nanojunctions,2020,"Transport and charge separation are crucial steps in molecular or hybrid energy converters. We have developed a theoretical-numerical framework within the nonequilibrium Green’s function formalism to investigate the time-dependent transport of charges and energy, including the Coulomb interaction in the Hartree-Fock approximation. We thus analyze charge transport and separation in a donor-acceptor nanojunction illuminated with a femtosecond laser pulse. Our analysis conducts us to depart from the standard view of static density of states and driving energy, and to rather define and handle dynamical quantities on which relying to design ultrafast optoelectronics and highly efficient photovoltaics."
275,275,10.1039/c9ra10113f,,,"Synthesis, properties and photovoltaic performance in dye-sensitized solar cells of three: Meso -diphenylbacteriochlorins bearing a dual-function electron-donor",2020,"Bacteriochlorins are crucial to photosynthesis in bacteria. Studies of air-stable, meso-substituted bacteriochlorins are rare. We herein report the synthesis, properties, and photovoltaic performance of three new air-stable, meso-substituted bacteriochlorins bearing a dioctylfluorenylethyne (denoted as LS-17), a dioctylaminophenylethynylanthrylethyne (LS-43), and a diarylaminoanthrylethyne (LS-45) as the electron-donating groups. Among these LS-bacteriochlorins, LS-17 displays sharp UV-visible absorption bands whereas LS-43 and LS-45 give rise to broadened and red-shifted absorptions. Electrochemical and DFT results suggest that the first oxidation and reduction reactions of these bacteriochlorins are consistent with the formation of the cation and anion radicals, respectively. For dye-sensitized solar cell applications, photovoltaic performance of the LS-45 cell achieves an overall efficiency of 6.04% under one-sun irradiation."
276,276,10.3390/electronics9010070,,,Donor/acceptor heterojunction organic solar cells,2020,"The operation and the design of organic solar cells with donor/acceptor heterojunction structure and exciton blocking layer is outlined and results of their initial development and assessment are reported. Under halogen lamp illumination with 100 mW/cm2 incident optical power density, the devices exhibits an open circuit voltage VOC = 0.45 V, a short circuit current density JSC between 2 and 2.5 mA/cm2 with a fill factor FF ≈ 50%, an external quantum efficiency (electrons/s over incident photons/s) EQE ≈ 5% and a power conversion efficiency of about 0.5%. Measurements of the photoelectrical characteristics with time are also reported, confirming that non encapsulated organic solar cells have limited stability in ambient atmosphere."
277,277,10.1016/j.solener.2019.11.073,,,Impact of self-assembly on the photovoltaic properties of a small molecule oligothiophene donor,2020,"Abstract The positive impact of self-assembly on the photovoltaic properties of a donor-π-acceptor oligothiophene molecule coded as CP3, which contains a barbituric acid as a terminal acceptor unit and triphenylamine as donor, enabling hydrogen-bonded spherulites to assemble in its films is described. The hydrogen-bonded supramolecular array of barbiturated-oligothiophene molecules were directly visualized by scanning electron microscopy. Bulk-heterojunction solar cells comprising CP3 and the fullerene PC61BM show a power conversion efficiency of 6.31%, which is markedly higher than a structural analogue CP4, which comprises a N-ethylrhodanine terminal acceptor unit incapable of participating in the same degree of self-assembly, supporting the impact of self-assembly in BHJ devices."
278,278,10.1002/adfm.201907432,,,Energy Transfer to a Stable Donor Suppresses Degradation in Organic Solar Cells,2020,"Despite many advances towards improving the stability of organic photovoltaic devices, environmental degradation under ambient conditions remains a challenging obstacle for future application. Particularly conventional systems employing fullerene derivatives are prone to oxidise under illumination, limiting their applicability. Herein, we report on the environmental stability of the small molecule donor DRCN5T together with the fullerene acceptor PC70BM. We find that this system exhibits exceptional device stability, mainly due to almost constant short-circuit current. By employing ultrafast femtosecond transient absorption spectroscopy we attribute this remarkable stability to two separate mechanisms: 1) DRCN5T exhibits high intrinsic resistance towards external factors, showing no signs of deterioration. 2) The highly sensitive PC70BM is stabilised against degradation by the presence of DRCN5T through ultrafast long-range energy transfer to the donor, rapidly quenching the fullerene excited states which are otherwise precursors for chemical oxidation. We propose that this photoprotective mechanism be utilised to improve the device stability of other systems, including non-fullerene acceptors and ternary blends."
279,279,10.1016/j.orgel.2019.105480,,,Hole-transporting materials for low donor content organic solar cells: Charge transport and device performance,2020,"Abstract Low donor content solar cells are an intriguing class of photovoltaic device about which there is still considerable discussion with respect to their mode of operation. We have synthesized a series of triphenylamine-based materials for use in low donor content devices with the electron accepting [6,6]-phenyl-C71-butyric acid methyl ester (PC70BM). The triphenylamine-based materials absorb light in the near UV enabling the PC70BM to be be the main light absorbing organic semiconducting material in the solar cell. It was found that the devices did not operate as classical Schottky junctions but rather photocurrent was generated by hole transfer from the photoexcited PC70BM to the triphenylamine-based donors. We found that replacing the methoxy surface groups with methyl groups on the donor material led to a decrease in hole mobility for the neat films, which was due to the methyl substituted materials having the propensity to aggregate. The thermodynamic drive to aggregate was advantageous for the performance of the low donor content (6 wt%) films. It was found that the 6 wt% donor devices generally gave higher performance than devices containing 50 wt% of the donor."
280,280,10.1016/j.jphotochem.2019.112139,,,Asymmetric push-pull small molecules with auxiliary electron-accepting unit for bulk heterojunction organic solar cells,2020,"Abstract Two small molecular donors (TPA-DPP and TPA-DPP-MDN) were designed with asymmetric push-pull structure, namely, donor-acceptor (D-A) and donor-acceptor-acceptor (D-A-A) systems. They were synthesized and investigated by thermogravimetric analysis, UV–vis spectra, X-ray diffraction, density functional theory (DFT) calculation, electrochemical and the photovoltaic (PV) measurement. The D-A-A architecture (TPA-DPP-MDN) exhibited lower highest occupied molecular orbital (HOMO) of –5.18 eV, narrower optical band gap of 1.52 eV, better thermal stability and higher degree of ordered aggregation than these of the D-A system (TPA-DPP). TPA-DPP-MDN based PV device showed better performance with higher open-circuit voltage (VOC) and short-circuit current density (JSC) than these of TPA-DPP based PV devices due to the low-lying HOMO level and wide spectral absorption range of TPA-DPP-MDN."
281,281,10.1016/j.orgel.2019.105463,,,Smart geometrical approach to intercalate a highly absorbing and quite resistive electron donor layer in ternary organic photovoltaic cells,2020,"Abstract Ternary organic photovoltaic cells (OPVs) have been shown to be a promising approach to increase cells efficiency through broadening of their absorption range. Often, ternary cells are based on a blend of two donors and one acceptor, the efficiency of planar ternary heterojunction being limited by the resistance of the three stacked layers. Here, we show that by depositing the intercalated layer through a grid we are able to decrease significantly the series resistance of the device, while the use of two donors allows improving the short circuit current and the efficiency of the organic photovoltaic cells. Electrical, optical and morphological studies show the ternary cell behaves like parallel OPVs. The first donor layer consists in an AlPcCl film, the acceptor layer is a C60 film while the central layer consists in a laboratory made molecule called MD2. If the MD2 layer absorbs strongly the light and permits to the both types of carrier to diffuse, its carriers mobility is small. Therefore, the discontinuities, due to the grid, of the MD2 intercalated layer allow improving the cells efficiency over-passing the corresponding binary cells performances."
283,283,10.1021/acsaem.9b01789,,,Printed Large-Area Photovoltaic Modules Based on Small Molecules with Different Alkyl Terminal Chains,2019,"Despite significant progress in organic photovoltaics (OPVs), efforts to fabricate the small-molecule OPVs by scalable printing methods have hardly been devoted. Herein, we demonstrate large-area p..."
284,284,10.1016/j.joule.2019.09.009,,,All-Small-Molecule Organic Solar Cells with an Ordered Liquid Crystalline Donor,2019,"Summary The crystallinity and intermolecular interaction among small molecules are enhanced in order to achieve reasonable phase segregation between the donor and acceptor in all-small-molecule organic solar cells (ASM OSCs). By substituting an alkyl side chain with a chlorine (Cl) atom on the original benzodithiophene terthiophene rhodanine (BTR) molecule, the new small molecular donor, namely BTR-Cl, processes a more ordered liquid crystalline property, down-shifted molecular energy levels, and higher crystallinity. When blended with a non-fullerene acceptor Y6, which has a complementary absorption profile and well-matched energy levels but no liquid crystalline property, a prominent phase separation and optimal film morphology are obtained. As a result, a record-high power conversion efficiency (PCE) of 13.6% is achieved, taking a large step forward in ASM OSCs. Our results highlight the importance of crystallinity to phase separation, suggesting the great promise of liquid crystalline materials in OSCs."
288,288,10.1038/s42005-019-0108-x,,,Time-resolved electrostatic force microscopy using tip-synchronized charge generation with pulsed laser excitation,2019,"Nanoscale observation of charge distribution and electric polarization is crucial for understanding and controlling functional materials and devices. In particular, the importance of charge dynamics is well recognized, and direct methods to observe charge generation, transfer, and recombination processes are required. Here, we describe tip-synchronized time-resolved electrostatic force microscopy. Numerical modeling clarifies that the tip-synchronized method provides temporal resolution with the timescale of the cantilever oscillation cycle. This method enables us to resolve sub-microsecond charge migration on the surface. The recombination of photo-excited carriers in a bilayer organic photovoltaic thin film is observed as a movie with a 0.3 µs frame step time resolution. Analysis of the images shows that the carrier lifetime is 2.3 µs near the donor/acceptor interface. The tip-synchronized method increases the range of time-resolved electrostatic force microscopy, paving the way for studies of nanoscale charge dynamics.An understanding of charge dynamics and direct observations of charge generation, transfer and recombination is important to help develop and apply various materials for electronic devices. The authors develop a time-resolved electrostatic force microscopy technique to visually observe charge migration on the nanoscale at a sub-microsecond timeframe."
290,290,10.1016/j.dyepig.2019.107653,,,Terminal group modification of alkylthio substituted small molecule donor materials for organic solar cells,2019,"Abstract Side chains and terminal groups have an important effect on photovoltaic performance of organic solar cells (OSCs) based on oligothiophene donor materials. In order to study the effect of alkylthio substituent and different terminal groups on photovoltaic properties, a series of small molecules were designed and synthesized. Molecule LS0 was modified by alkyl as side chains and 2-ethylrhodanine as terminal groups while LS1a, LS1b, LS2, LS3 were substituted with alkylthio side chains and capped with different terminal groups of 2-ethylrhodanine, 2-hexylrhodanine, 2-ethylhexyl cyanoacetate, and 1,3-indanedione, respectively. Compared with LS0, alkylthio substituted LS1a exhibited higher HOMO and LUMO due to more planar backbone. Capped with different terminal groups, LS1a, LS1b, LS2, and LS3 showed the different optical and photovoltaic properties. Among these molecules, OSCs based on LS1b showed the highest power conversion efficiency (PCE) of 8.38% while others showed PCE of 7.87%, 6.52%, 6.52%, and 4.65% for LS0, LS1a, LS2, and LS3, respectively. The results demonstrated that rational selecting side chains and terminal groups could be a promising strategy to promote the performance of small molecule-based OSCs."
291,291,10.1021/acsami.9b15672,,,Insight into the Efficiency and Stability of All-Polymer Solar Cells Based on Two 2D-Conjugated Polymer Donors: Achieving High Fill Factor of 78%,2019,"Achieving high fill factor (FF) is a great challenge for the all polymer solar cells (all-PSCs) since the FF can be influenced by numerous complicated factors. In this work, two medium bandgap 2D-conjugated copolymers J61 and J71 with varied side chains were utilized as donor to construct efficient all-PSCs with the typical electron-withdrawing polymer N2200 as acceptor. Eventually, moderate photovoltaic performance was obtained for J61:N2200 device with power conversion efficiency (PCE) of 6.58% and FF of 60.18%. While the J71:N2200-based all-PSCs delivered an outstanding PCE of 9.31% with an unprecedented FF of 78.00%. To the best of our knowledge, such an FF of 78% represents a record value for binary all-PSCs systems, which demonstrates that the all-PSCs can realize excellent FF comparable to other PSCs systems. The favorable blends morphology, molecular orientation, balanced charge transport and suppressed recombination together contributed to the remarkable photovoltaic performance of J71:N2200 devices. In addition, relatively weak thickness-dependence of photovoltaic property and excellent long-term device stabilities (in N2 and air, respectively) were observed for the J71:N2200 all-PSCs. These results reveal that J71 with trialkylsilyl side chains is a promising polymer donor candidate for developing high performance all-PSCs for future practical application."
294,294,10.1021/acs.macromol.9b01525,,,Small Band gap Boron Dipyrromethene-Based Conjugated Polymers for All-Polymer Solar Cells: The Effect of Methyl Units,2019,"Naphthalene diimide (NDI)-based conjugated polymers have been widely used as the nonfullerene electron acceptor for all-polymer solar cells (all-PSCs), but their low absorption coefficient in the near-infrared (NIR) region severely limits the light harvesting ability in solar cells and hence lowers their photovoltaic performance. In this work, two narrow band gap donor–acceptor conjugated polymers based on boron dipyrromethene (BODIPY) as the electron-deficient unit were developed as the electron donor to combine with a NDI-polymer acceptor in order to significantly improve the photoresponse in the NIR region. More importantly, we found that methyl substitution on the BODIPY segment played an important role in charge transport in these polymers. When methyl units were attached to the α-position of BODIPY, the polymer PMBBDT exhibited high-lying energy levels, improved crystallinity, and dramatically high hole mobility compared to the polymer PBBDT without methyl substitution. Consequently, the power conve..."
296,296,10.1109/PEEIACON48840.2019.9071927,,,A Numerical Analysis of N-MoTe in Back Contact of CdTe Solar Cell,2019,"Thin-film PV cells with low-cost attractive materials are more appropriate over high-cost silicon-based solar cells as free renewable energy sources. Cadmium Telluride (CdTe) PV cells are widely investigated as one of the ultra-thin film PV cells. They have broadly researched to increase efficiency by improving different front contact and back contact material. In this study, the effect of unintentionally formed n-type Molybdenum Telluride (n-MoTe2) in the back contact interface between the Cadmium Telluride (CdTe) absorber layer and Mo layer has been investigated from a numerical analysis by the facilitation of AMPS-1D software. The variation of short circuit current density (Jsc), open-circuit voltage (Voc), fill factor (FF) and efficiency (n) are analyzed by changing four parameters like (i) layer thickness (ii) operating temperature (iii) donor concentration and (iv) sun intensity. From the numerical analysis a moderate performance is observed, where the efficiency of the solar cell is found about 16.532%, Jsc is 21.298 mAcm-2, Voc is 0.99 V and FF is 0.863 for the layer thickness, donor concentration, operating temperature and sun intensity at 60 nm, 1×1016 cm−3, 350K, and 1.1 suns respectively."
