,DOI,Abstract
176,10.1039/c7ta04703g,"In order to realize high photocurrent generation in the low-energy region of the solar spectrum, two conjugated A–D–A oligomers, PY-1 and DCI-2 comprising a central dithieno[3,2-b:2′,3′-d]pyrrole donor (D) unit and end-capping acceptors (A) 1-butyl-4-methyl-2,6-dioxopyridine-3-carbonitrile (PY) or 3-dicyanomethyleneindan-1-one (DCI) have been synthesized and characterized. The oligomers showed strong absorptions in the red and near-IR region in solution and in the solid state. As a consequence of the strong electron-accepting character, the absorption band of DCI-2 in thin films is significantly red-shifted compared to that of PY-1 resulting in a low optical energy gap of 1.23 eV. In optimized solution-processed bulk-heterojunction solar cells using a polymeric donor P1, the new non-fullerene acceptor DCI-2 provides an excellent power conversion efficiency of 6.94% which is noticeably higher than that of PY-1-based devices (PCE = 4.89%). Most importantly, a high open-circuit voltage (VOC) of ∼0.8 V with unprecedented energy losses, between the optical energy gap and the open-circuit voltage, between 0.39 and 0.43 eV concomitant with excellent external quantum efficiencies of 69%@880 nm in the NIR-regime have been achieved for DCI-2-based devices."
177,10.1039/c7ta05108e,"Regioregular poly(3-hexylthiophene) (P3HT) as one of the most commonly used and thoroughly studied homopolymers has been demonstrated to be a promising commercial candidate for large-area, roll-to-roll printed solar cells. In this work, we designed a new low-bandgap electron acceptor material ATT-3 by combining rhodanine and octyl thieno[3,4-b]thiophene-2-carboxylate as the electron-deficient part. ATT-3 shows a planar backbone configuration facilitating charge transport and exhibits strong and broad absorption ranging from 300 to 770 nm with an optical bandgap of 1.61 eV. ATT-3 shows a complementary absorption and well-matched HOMO and LUMO energy levels with P3HT. P3HT:ATT-3-based PSCs show a high PCE of 6.26% with a high Voc of 0.927 V and a small energy loss of 0.68 eV, which is comparable to the best value obtained by using an O-IDTBR acceptor."
178,10.1039/c7ta05809h,"A series of new non-fullerene small molecule acceptors (NTIC, NTIC-Me, NTIC-OMe and NTIC-F) based on the acceptor–donor–acceptor (A–D–A) architecture, using hexacyclic naphthalene-(cyclopentadithiophene) as the central unit, were designed and synthesized. The non-fullerene OSC device based on PBDB-T:NTIC showed a highest PCE of 8.63%. With a relatively high-lying LUMO level of NTIC-OMe, the PBDB-T:NTIC-OMe based device obtained a comparatively high Voc of 0.965 V and a PCE of 8.61% simultaneously. The results demonstrate that the naphthalene core is a promising building block for constructing highly efficient non-fullerene acceptors and further boosting the photovoltaic performance of the devices."
179,10.1039/c7ta07785h,"In this work, efficient nonfullerene (NF) polymer solar cells (PSCs) based on a polymer donor PM6 containing a fluorinated-thienyl benzodithiophene unit and a small molecule acceptor ITIC were developed. PM6 possesses a strong absorption in the short wavelength region of 300–685 nm with a large bandgap of 1.80 eV, which is complementary to that of ITIC (1.55 eV) and facilitates achieving high short-circuit current (Jsc) in PSCs. Moreover, PM6 shows a deep HOMO level of −5.50 eV, a strong crystallinity and a dominant face on packing, which helps to achieve a high open-circuit voltage (Voc) and fill factor (FF) in PSCs. As a result, the PM6:ITIC-based PSCs obtained a power conversion efficiency (PCE) of 9.7% with a Voc of up to 1.04 V, a Jsc of 16.0 mA cm−2 and a FF of 58%, under the illumination of AM 1.5G, 100 mW cm−2. Notably, the energy loss (Eloss) of the PSCs is as low as 0.51 eV, which is smaller than the empirically low threshold of 0.6 eV. The PCE of 9.7% is one of the highest values reported in the literature for PSCs with a Voc over 1.0 V and an Eloss less than 0.55 eV."
180,10.1039/c7ta07882j,"Donor polymer fluorination has proven to be an effective method to improve the power conversion efficiency of fullerene-based polymer solar cells (PSCs). However, this fluorine effect has not been well-studied in systems containing new, non-fullerene acceptors (NFAs). Here, we investigate the impact of donor polymer fluorination in NFA-based solar cells by fabricating devices with either a fluorinated conjugated polymer (FTAZ) or its non-fluorinated counterpart (HTAZ) as the donor polymer and a small molecule NFA (ITIC) as the acceptor. We found that, similar to fullerene-based devices, fluorination leads to an increased open circuit voltage (Voc) from the lowered HOMO level and improved fill factor (FF) from the higher charge carrier mobility. More importantly, donor polymer fluorination in this NFA-based system also led to a large increase in short circuit current (Jsc), which stems from the improved charge transport and extraction in the fluorinated device. This study demonstrates that fluorination is also advantageous in NFA-based PSCs and may improve performance to a higher extent than in fullerene-based PSCs. In the context of other recent reports on demonstrating higher photovoltaic device efficiencies with fluorinated materials, fluorination appears to be a valuable strategy in the design and synthesis of future donors and acceptors for PSCs."
181,10.1039/c7ta10136h,"The majority of organic semiconductors have a low relative dielectric constant (er 6) has attracted a very limited attention. Moreover, high performance OSCs based on high dielectric constant photovoltaic materials are still in their infancy. Herein, we report an oligoethylene oxide side chain-containing non-fullerene acceptor (ITIC-OE) with a high relative dielectric constant of er ≈ 9.4, which is two times larger than that of its alkyl chain-containing counterpart ITIC. Encouragingly, the OSCs based on ITIC-OE show a high power conversion efficiency of 8.5%, which is the highest value for OSCs that employ high dielectric constant materials. Nevertheless, this value is lower than those of ITIC-based control devices. The less phase-separated morphology in blend films due to the reduced crystallinity of ITIC-OE and the too good miscibility between PBDB-T and ITIC-OE are responsible for the lower device performance. This work suggests additional prerequisites to make high dielectric constants play a significant role in OSCs."
182,10.1039/c7ta10391c,"In this work, we present a structurally defined blue-shift non-fullerene electron acceptor (ITCT) matching with PTB7-Th as the electron donor for high-performance fullerene-free polymer solar cells (PSCs). The PTB7-Th/ITCT blend based bulk-heterojunction (BHJ) devices give an appreciable PCE of 8.23% and a relatively high VOC of 0.96 V without any optimization. Upon device processing with thermal annealing and the addition of 0.1% DIO additive, the active layer achieves a more ordered and crystalline morphology. Consequently, a high PCE of 10.42% has been achieved with a VOC of 0.95 V, a JSC of 15.13 mA cm−2 and a high FF of 0.72. To the best of our knowledge, the PCE of 10.42% is among the highest values reported in the literature to date for non-fullerene PSCs using PTB7-Th as the electron donor."
183,10.1039/c7ta09837e,"Two chlorinated medium-band-gap polymer donors with fully two-dimensional (2D) conjugated thiophene side chains, named 2D-PBTCl and 2D-PBTCl2, have been designed and successfully synthesized for application in non-fullerene solar cells to elevate the open-circuit voltage and optimize the power conversion efficiency (PCE). Chlorine atoms were directly attached to the backbones of the polymers, which induced non-ignorable steric hindrance because of the relatively large size of chlorine. To overcome this influence, a structural design of extended conjugated thiophene units was further introduced to increase the π–π interactions. In this way, two new chlorinated D–A polymers were developed that combined two-dimensional thiophene conjugated side chains for enhanced intermolecular interactions with chlorine atoms for an elevated open-circuit voltage in photovoltaic devices. As a result of chlorination, which substantially changed the charge distribution along the polymer backbone through its electron-withdrawing nature and resonance effect, the two polymers exhibited deep-lying HOMO levels and blueshifted absorbances for more complementary light absorption with a non-fullerene acceptor, such as ITIC. By taking advantage of the synergistic chlorination of the backbone and the introduction of conjugated thiophene side chains, the optimized bulk heterojunction device based on 2D-PBTCl and ITIC showed a PCE of 8.81% compared to the PCE of PTB7-Th of 6.91%, which corresponds to an approximately 28% improvement in solar energy conversion. These results demonstrated that the combination of chlorination and the design of fully 2D conjugated side chains is a promising strategy for fine-tuning the energy levels and film morphologies of conjugated polymers."
184,10.1039/c7ta10262c,"Quinoxaline (Qx) has an easily modifiable structure, which allows for fine-tuning its properties through optimizing the length of side chains and the kinds of aromatic rings in conjugated side chains. Qx based polymer PBDTT-ffQx with alkoxy substituted fluorobenzene side chains shows a power conversion efficiency (PCE) of 8.47% in nonfullerene solar cells. In this work, we change the alkoxy substituted fluorobenzene side chains to alkyl substituted fluorothiophene in the Qx unit and employ the benzodithiophene (BDT) unit with different lengths of alkyl thiophene side chains to obtain two new Qx based polymers, named TTFQx-T1 and TTFQx-T2, respectively. The TTFQx-T1:ITIC blend film has clear nanoscale phase separation and a suitable domain size, and the device with the TTFQx-T1:ITIC blend film shows lower geminate recombination and higher charge mobility than those with TTFQx-T2:ITIC. Therefore, the TTFQx-T1:ITIC based device exhibits a higher PCE of 10.52% than that based on the TTFQx-T2:ITIC blend with a moderate PCE of 7.22%. The inverted devices from TTFQx-T1:ITIC blends with a larger active area of 16 mm2 than the conventional device (4.5 mm2) show a good PCE of 9.21%. The results highlight that the alkyl lengths and the kinds of aromatic rings in side chains are significant for the development of high performance photovoltaic polymers. Optimizing the conjugated side chains of Qx based polymers is an efficient way to improve photovoltaic properties, and Qx based polymers are potential candidates for fabricating highly efficient polymer solar cells."
185,10.1039/c7ta10957a,"In this work, two new small-molecule non-fullerene acceptors, NFDTS and NFDTSB, with an acceptor–donor–acceptor (A–D–A) framework were designed and synthesized based on dithienosilole (DTS) derivatives. PTB7-Th:NFDTSB-based devices achieved the highest PCE value of 9.60% with a Voc of 0.751 V, a FF of 63.3%, and a high Jsc of 20.14 mA cm−2 without any post-treatment, which is so far the best performance reported for OPV devices utilizing DTS-based organic photovoltaic materials."
186,10.1039/c8ta00368h,"So far, the most successful and widely used solvents in polymer solar cells (PSCs) are chlorinated solvents like chloroform (CF), 1,2-dichlorobenzene (DCB) and chlorobenzene (CB), which are highly detrimental to human health and the environment. In this work, by the approach of manipulating flexible and conjugated side groups of a widely used polymer donor material (PBDB-T), two new polymers named PBDB-T-BO and PBDB-BzT are designed and synthesized to improve the solubility and fine-tune the aggregation property in tetrahydrofuran (THF), a much more benign solvent. As a result, an outstanding PCE of 12.10% was achieved with the THF-processed PBDB-BzT:IT-M device. The result in this work demonstrates the importance to modulate the aggregation effect of the polymer in solution by inserting conjugated groups and also suggests a feasible method to convert the main processing solvent of a highly efficient non-fullerene (NF)-PSC from CB into THF."
187,10.1039/c7ta11339k,"Unlike fullerene derivatives, current nonfullerene n-type organic semiconductor (n-OS) electron acceptors can rarely work efficiently with different band-gap polymer donors in polymer solar cells (PSCs). To address this issue, we designed and synthesized a new n-OS electron acceptor, namely m-MeIC, which is proved to be effective with different band-gap polymer donors including wide band-gap J71, medium band-gap PBDB-T and low band-gap PCE-10. Photovoltaic devices based on J71:m-MeIC and PBDB-T:m-MeIC achieved power conversion efficiencies (PCEs) as high as 12.08% and 10.93%, respectively. The difference in PCEs between the devices based on J71 and PBDB-T is mainly ascribed to the gap of the open circuit voltage. It should be mentioned that the J71-based device exhibited an energy loss of 0.62 eV, which is significantly lower than the most reported energy loss. For the low band-gap polymer donor PCE-10, the device also showed a relatively high PCE of 8.34%. The different device performances are analyzed in depth from charge transport and collection, to recombination loss mechanism and morphology of blend films. This work reveals that the new n-type organic semiconductor is very promising as a universal nonfullerene acceptor, pairing with different band-gap polymer donors."
188,10.1039/c8ta00783g,"Two non-fullerene acceptors with selenophene π bridges to link the indacenodithiophene (IDT) core and 3-(dicyanomethylidene)indan-1-one (IC) or difluorinated IC (2F-IC) terminals, i.e.IDT2Se and IDT2Se-4F, were synthesized. IDT2Se and IDT2Se-4F have low optical band gaps (Eoptg) of 1.45 and 1.39 eV, respectively. Organic solar cells (OSCs) based on them were fabricated with the wide band gap polymer PBDB-T as the donor. A wide photo-current response extending to 850 and 900 nm was observed for the IDT2Se and IDT2Se-4F based devices, respectively. Besides, the PBDB-T:IDT2Se-4F blend film exhibited higher electron mobility and more balanced hole and electron transport ascribed to the higher packing order of IDT2Se-4F in the blends and a proper phase-separated morphology. As a result, the IDT2Se-4F based devices delivered a high power conversion efficiency (PCE) up to 11.19% with an open-circuit voltage (Voc) of 0.79 V, a short-circuit current density (Jsc) of 21.49 mA cm−2 and a fill factor (FF) of 65.9%, whereas the devices based on IDT2Se showed a lower maximum PCE of 9.36%."
189,10.1039/c8ta02781a,"We report on a set of two analogous, F-substituted oligothiophene derivatives (D5T6F-M and D7T8F-M), in which systematic fluorination at the thienyl moieties is shown to induce a sufficient increase in electron affinity (EA; i.e. suppressed LUMO level) and in ionization potential (IP; i.e. deeper HOMO) to (i) impart the molecules with electron-accepting and -transporting characteristics, and (ii) yield high open-circuit voltages >1 V in BHJ solar cells when combined with a low-bandgap polymer donor (PCE10) commonly used with fullerenes. The nonfullerene BHJ devices with the SM acceptor D5T6F-M achieve power conversion efficiencies (PCEs) of up to ca. 4.5% (vs. ca. 2% for D7T8F-M-based devices). Our study shows that –F substitutions in SM systems – otherwise used as donors – is an effective approach in the design of nonfullerene acceptors for efficient BHJ solar cells with polymer donors."
190,10.1039/c8ta03753a,"Although the power conversion efficiencies (PCEs) of polymer solar cells (PSCs) based on non-fullerene acceptors have been increasing rapidly over the last couple of years, little is known about the correlations between molecular structures and blend morphologies. In this work, we design and synthesize three acceptor–donor–core–donor–acceptor (A–D–C–D–A) type non-fullerene acceptors, HF–PCIC, HFO–PCIC and OF–PCIC, which possess the same electron-donating parts (D) and electron-accepting terminals (A), but different benzene-based cores (C). We observe that such minor chemical variations can lead to distinct differences in their photovoltaic properties. The resulting PSCs based on HF–PCIC with a 2,5-difluorobenzene core yield a good PCE of 10.97%, which is higher than those of HFO–PCIC and OF–PCIC based PSCs (8.36% and 9.09%). If the processing solvent is changed from chlorobenzene to chloroform, a further improved PCE of 11.49% is obtained for HF–PCIC-based PSCs due to the formation of finer phase separation domains. This is the highest value among the PSCs with non-fullerene acceptors possessing unfused cores. Through a series of characterization techniques, we disclose that the diverse benzene-based cores influence the molecular geometries of the three non-fullerene acceptors, resulting in varied molecular packing modes and film morphologies. The results suggest that the tuning of non-fullerene acceptors' geometries is an effective method to optimize the film morphology and thus the photovoltaic properties. The unfused-core in A–D–C–D–A small molecules provides a good building block to construct high-performance non-fullerene acceptors."
191,10.1039/c5tc00865d,"In this paper, a new perylene diimide (PDI)-based acceptor Me-PDI4 with tetrahedral configuration (or 3D) has been synthesized and characterized. Solution-processed organic solar cells (OSCs) based on Me-PDI4 have been investigated and our results show that the device performance can reach as high as 2.73%. Our new design with tetrahedral configuration (or 3D) could be an efficient approach to increase the PCE of OSCs with non-fullerene acceptors."
192,10.1039/c6tc05107c,"The geometry of organic π-conjugated small molecules can impact the morphology of blended-thin films and subsequent performance in opto-electronic devices. In this report, we investigate the role of molecular conformation of perylene diimide (PDI) dimers designed to act as non-fullerene acceptors in organic solar cells. A series of three PDI dimers is presented in which the PDI chromophores are directly linked via the bay position (PDI2, 3) or separated by one (PDI2Ac, 4) or two (PDI2Ac2, 5) acetylene spacers. In all cases, the exo-position of the PDI dimers is N-annulated. New compounds 4 and 5 were synthesized via an optimized and facile synthetic pathway. Directly linked PDI dimers adopted a highly twisted conformation whereas adding two acetylene spacers rendered the PDI chromophores coplanar. 1H NMR spectroscopic analysis of each dimer revealed a highly sensitive electronic structure that is strongly influenced by the acetylene spacers. It was found that compounds 4 and 5 with less twisted structures exhibited similar electron affinities but lower ionization potentials, lower organic solvent solubility, and red-shifted optical absorption spectra when compared to the highly twisted dimer 3. In addition, 4 and 5 showed a stronger tendency to aggregate in both solution and the solid state. This had a large impact on the performance of organic solar cells using these materials as electron acceptors. Bulk-heterojunction solar cells based upon a PTB7-Th:3 active layer could reach high power conversion efficiencies of 5.23%. In contrast, PTB7-Th:4 and PTB7-Th:5 based devices had ∼5 times lower performance owing to the formation of unfavourable active layer morphologies."
193,10.1039/c7tc00706j,"Herein, a new asymmetric n-type semiconducting molecule (PhITBD) with an indenothiophene core was designed, synthesized using tethering 2-(benzo[c][1,2,5]-thiadiazol-4-ylmethylene)-malononitrile (BM) as terminal groups, and applied to polymer solar cells (PSCs). The PSCs with asymmetric PhITBD displayed improved power conversion efficiencies (PCE) of 6.57% as compared to those with the symmetric molecule IDT-2BM. The higher PCE value of the PhITBD-based PSC was mainly attributed to the enhanced photovoltaic properties, the Voc, Jsc, FF induced by complementary light absorption (550–600 nm range), morphological improvement, and balanced charge carrier transport in the active layer. Due to the effective morphological control and absorption enhancement, asymmetric structured n-type-conjugated molecules are potential candidates for improving the performance of bulk heterojunction non-fullerene type PSCs."
194,10.1039/c7tc02098h,"A series of D–A copolymers (P1–P3) based on a thiophene fused benzotriazole (BTAZT) unit and a 4,8-bis(4-fluorothiophen-2-yl)benzo[1,2-b:4,5-b′]dithiophene (BDTFT) unit have been designed and synthesized as electron-donating materials for non-fullerene polymer solar cells (PSCs) with ITIC as an electron-accepting material. The fusion of a thiophene ring with a BTAZ unit and introduction of a fluorine atom at the BDTT unit have been concurrently performed to regulate the absorption properties and energy levels, and two different alkyl side-chains have also been introduced to BTAZT and BDTFT units, respectively, to investigate the influence of side-chains on the properties of the polymers as well as the photovoltaic performances of the PSCs. The photovoltaic performance evaluation in combination with morphology characterization indicates that the introduction of a 2-ethylhexyl group simultaneously at BTAZT and BDTFT units is favourable for intermolecular π–π interaction that improves the morphologies and crystalline domain of P1:ITIC blend film, thus enhancing the charge mobility and the short-circuit current density (Jsc). But the large steric hindrance of the 2-butyloctyl group to replace the 2-ethylhexyl group at BDTFT (P2) or BTAZT (P3) deteriorates intermolecular interaction that leads to the decrease of charge mobility and poor Jsc. Thus, P1 based PSCs exhibit the highest power conversion efficiency of 7.14% with the best Jsc (14.11 ± 0.27 mA cm−2) and fill factor (63.41 ± 1.46%) among P1–P3 polymers."
195,10.1039/c7tc03171h,"A new family of perylene diimide (PDI) arrays, heterologous ones (di-PDI and tri-PDI), were designed and efficiently synthesized by Suzuki cross-coupling reactions using two heterologous PDI monomers with different positions of bay- and ortho-substitution, respectively. The compounds exhibit unique photophysical and electrochemical properties and were successfully applied in non-fullerene organic solar cells with a superior power conversion efficiency of 4.55% for tri-PDI."
196,10.1039/c7tc04750a,"Non-fullerene polymer solar cells (PSCs) have attracted great attention due to their good optical absorption and convenient structure modification. Some small molecular acceptors such as ITIC have exhibited excellent photovoltaic performance. Based on these acceptors, it is very important to screen donor materials to further improve the performance. The benzotriazole-based polymer is an important type of donor material, especially for non-fullerene PSCs. We have designed and synthesized a type of benzotriazole-based conjugated polymer with a 2D expanded side chain. These polymers exhibit good crystallinity in films. Non-fullerene PSC devices based on polymer:ITIC show a PCE of 8.03% with a high JSC of over 17 mA cm−2, which might be attributed to its good crystallinity. This result indicates the advancement of the 2D extended structure in the design of a high performance polymer."
197,10.1039/c8tc01988f,"Two star-shaped electron acceptors (E-SubPc-PDI and S-SubPc-PDI) based on subphthalocyanine (SubPc) as the core and three perylene diimides (PDIs) as wing groups linked with and without acetylene bridges, respectively, have been synthesized. Compared with conventional SubPc-based acceptors with optical absorption full width at half maximum (FWHM) values of less than 100 nm and optical bandgaps over 2 eV, both E-SubPc-PDI and S-SubPc-PDI possess broader absorption spectra with FWHM values of up to 170 nm and smaller optical bandgaps below 1.9 eV. Due to the different linkages between SubPc and PDIs, they exhibit different molecular geometries, optical properties, energy levels and stacking behaviors. With a more twisted molecular structure, the single bond linked S-SubPc-PDI exhibits reduced intermolecular aggregation and a higher lowest unoccupied molecular orbital (LUMO) level compared to the acetylene bridge-linked E-SubPc-PDI. When blending with a donor polymer PBDB-T, the active layer of PBDB-T:S-SubPc-PDI shows more favorable phase separation and more balanced carrier transport. As a result, solution-processed organic solar cells (OSCs) based on S-SubPc-PDI exhibit a power conversion efficiency (PCE) up to 4.53%, which is much higher than that of E-SubPc-PDI-based devices (1.78%)."
198,10.1039/c8tc03081b,"A novel propeller-shaped molecule (HPB-PDI6) with a hexaphenylbenzene (HPB) core and six peripheral PDI units was synthesized via Co2(CO)8-catalyzed cyclotrimerization and used as an acceptor for organic solar cells (OSCs). The intriguing geometry of the HPB core and the spatial repulsion of the PDI rings created a twisted three-dimensional propeller-shaped conformation for HPB-PDI6. The propeller-shaped conformation could prevent the acceptor molecules from forming large aggregates in the active layer. As expected, the PTB7-Th:HPB-PDI6 blend films show a favorable morphology as well as high and balanced charge carrier mobility. Devices based on PTB7-Th:HPB-PDI6 achieved a PCE of 6.63% with a Voc of 0.92 V, a Jsc of 15.11 mA cm−2, and an FF of 48.0%. Our results have demonstrated that the easily prepared propeller-shaped HPB-PDI6 could be a promising acceptor for high efficiency organic solar cells."
199,10.1039/c8tc03303j,"Perylene diimide (PDI) derivatives have great potential to replace the commonly used fullerene derivatives in bulk heterojunction (BHJ) polymer solar cells (PSCs). However, PDI-based molecules have a strong tendency to aggregate in thin films, which prevents the formation of appropriate phase separation. To alleviate this problem, much effort has been devoted to developing twisted PDI dimers with functional bridges at bay positions. Unfortunately, the bay-functionalized PDI dimers exhibit relatively low electron mobilities due to the excessive twist geometry. To solve this dilemma, an efficient method is to functionalize the PDI at less sterically-encumbered ortho-positions. In this article, we synthesized two novel ortho-functionalized PDI dimers, namely PDI-2Th-PDI and PDI-ThFTh-PDI, and investigated the influence of the conjugated bridge length on the physical and photovoltaic properties of PDIs. After introducing a fluorene bridge between the thiophene units, PDI-ThFTh-PDI with the extended conjugate length possessed a relatively low-crystalline nature and therefore exhibited one order of magnitude lower electron mobility compared to PDI-2Th-PDI. As a result, the power conversion efficiency (PCE) of solar cells fabricated with PDI-2Th-PDI as the electron acceptor and PTB7-Th as the electron donor is almost twice that of the solar cell with PDI-ThFTh-PDI as the acceptor. Our findings provide important guidelines for the design of more efficient ortho-functionalized PDI acceptors."
200,10.1021/acs.joc.7b00272,"Electron acceptors based on perylene monoimide (PMI) are rare due to the synthetic challenge. Herein, starting from commercially available perylene dianhydride, brominated perylene monoimide (PMI-Br) with short side chains and good solubility was efficiently synthesized in a high overall yield of 71%. With PMI-Br as the intermediate, acceptor-donor-acceptor type electron acceptors with low-lying LUMO energy levels and strong visible absorption were successfully obtained. The nonfullerene bulk heterojunction solar cells based on these acceptors were fabricated with the highest PCE of 1.3%."
201,10.2494/photopolymer.30.557,"Development of new semiconducting materials has become an important subject to develop organic photovoltaics. In this letter, new electron-accepting -conjugated molecules, which are composed of thiophene-linked benzothiadiazole (T-BTz) as a central unit and phthalimide (PI) or naphthalimide (NI) as a terminal unit, were designed and synthesized to investigate the influence of the terminal units on the properties and photovoltaic characteristics. The utilization of NI led to red-shifted absorption and increased electronaccepting characteristics, compared to those of PI. Furthermore, the photovoltaic device based on T-BTz-NI under the combination with poly(3-hexylthiophene) as a donor showed improved power conversion efficiency of 1.16%. These results indicate that NI become a good candidate for a terminal unit of non-fullerene acceptors."
202,10.1021/acs.jpcc.6b07778,"A solution-processable small-molecule nonfullerene electron acceptor BAF-2HDT (7,7′-(9,9-didecyl-9H-fluorene-2,7-diyl)bis(4-((4,5-bis(hexylthio)-1,3-dithiol-2 ylidene)methyl)benzo[c][1,2,5]thiadiazole) bearing hexadiathiafulvalene (HDT) wings as end groups has been synthesized for bulk heterojunction organic photovoltaics. The molecule shows broad absorption in the 300–600 nm range with a molar extinction coefficient (e) of 9.32 × 104 M–1·cm–1 exceeding to that of [6,6]-phenyl-C71-butyric acid methyl ester of 2.8 × 104 M–1·cm–1 at 461 nm. The HOMO and LUMO energy levels of the molecule are found to be −5.69 and −3.58 eV, respectively which is compatible with low band gap high-performance polymers such as poly[(5,6-difluoro-2,1,3-benzothiadiazol-4,7-diyl)-alt-(3,3‴-di(2-octyldodecyl)-2,2′;5′,2″;5″,2‴-quaterthiophen-5,5‴-diyl)] (PffBT4T-2OD). Photoluminescence-quenching measurements confirm that the molecule BAF-2HDT has excellent electron-accepting capability. The organic solar cells made from BAF-2HDT ble..."
203,10.1021/acs.jpcc.6b11848,"A series of medium and wide band gap polymers with different backbones and side-chains were designed and synthesized as electron donors for fullerene-free polymer solar cells (PSCs). The relationship between the molecular structures of the polymer donors and the photovoltaic properties of the fullerene-free PSC devices was fully investigated. The optical band gaps and the energy levels of the polymers were modulated by the copolymerization of the benzodithiophene (BDT) unit with the various comonomers. Moreover, by incorporating alkylthio substituents, the highest occupied molecular orbital (HOMO) levels of the polymer donors were effectively reduced, and thus the open-circuit voltages (Voc) of the fullerene-free PSC devices were strongly improved. Simultaneously, the extinction coefficients of the polymers were also enhanced by introducing the alkylthio groups, which ensured sufficient light-harvesting capability. The exciton dissociation probability P(E,T) in the blend films of the alkylthio substituted..."
204,10.1021/acs.jpcc.8b05184,"Semiconducting polymers consisting of (E)-1,2-di(thiophen-2-yl)ethene (TVT) derivatives and benzo[1,2-b:4,5-b′]dithiophene with conjugated thiophene side chains (BDTT) were designed and synthesized to investigate the effect of fluorine and cyano groups in the 3-position of the thiophene ring in TVT on the photovoltaic properties. The corresponding PBDTT-TVT, PBDTT-FTVT, and PBDTT-CNTVT copolymers containing TVT, difluoro TVT (FTVT), and dicyano TVT (CNTVT), respectively, demonstrated considerable variations in optical, electrochemical, morphological, and charge transporting properties. PBDTT-FTVT showed suitable frontier orbital energy levels, favorable face-on orientation, and a well-mixed and smooth morphology in the blends with 3,9-bis(2-methylene-(3-(1,1-dicyanomethylene)-indanone))-5,5,11,11-tetrakis(4-hexylphenyl)-dithieno[2,3-d:2′,3′-d′]-s-indaceno[1,2-b:5,6-b′]dithiophene (ITIC) and [6,6]-phenyl-C71-butyric acid methyl ester (PCBM). In contrast, PBDTT-CNTVT showed unfavorable frontier orbital ener..."
205,10.1002/marc.201700405,"This communication reports the synthesis of two novel chalcogen-atom-annulated perylene diimide (PDI) trimers with twisted structures, TriPDI-S and TriPDI-Se, for efficient nonfullerene polymer solar cells. TriPDI-Se exhibits more compact molecular arrangement due to the stronger intermolecular interactions induced by the selenium atom. This selenium annulation endows TriPDI-Se with improved absorption and crystallinity in its blend film. The resulting devices exhibit enhanced Jsc of 17.15 mA cm-2 and fill factor (FF) of 66.8%, which are much higher than those of TriPDI-S devices (Jsc = 16.71 mA cm-2 ; FF = 63.6%). Although TriPDI-Se exhibits lower-lying energy levels, TriPDI-Se devices still obtain a higher Voc of 0.77 V compared to TriPDI-S devices (Voc = 0.74 V), which is mainly originated from the reduced recombination in the related devices. Finally, the power conversion efficiency is significantly elevated from 7.86% for TriPDI-S devices to 8.82% for TriPDI-Se devices."
206,10.1002/marc.201700492,"Ternary polymer solar cells (PSCs) based on multiple materials with level matching and complementary absorptions are regarded as an efficient way to overcome the light-harvesting restriction to surpass high-performance binary PSCs. This study introduces the third component, nonfullerene acceptor IEICO, into binary PSC-based PBDTBDD:PC71 BM to fabricate ternary PSC with one donor and two acceptors. By carefully tuning the third component ratio and cathode engineering, the resulting ternary PSC shows a power conversion efficiency of 10.51%, greatly improved in comparison with binary PSCs-based PBDTBDD:PC71 BM (7.86%) and PBDTBDD:IEICO (5.19%). In addition to extended light absorption, the third component IEICO could accelerate charge-carrier transfer, decrease charge recombination, and increase electron collection, resulting from cascade energy levels, and ameliorate the device morphology to increase the contact area of the active layer and cathode buffer layer. This work demonstrates that ternary PSC incorporated with IEICO is a promising structure for producing high performance PSCs."
207,10.1002/marc.201700706,"Main chain donor and side chain acceptor (D-s-A) copolymers are an important branch of the D-A copolymer family. However, the development of D-s-A copolymers significantly falls behind the alternative D-A copolymers, especially for organic solar cells, because a breakthrough in device performance is not yet obtained with a reported power conversion efficiency (PCE) of 2%-4%. Herein, a newly developed D-s-A copolymer PDRCNBDT, bearing 2-(1, 1-dicyanomethylene) rhodanine pendant group as the donor material, delivers a high PCE of 5.3% for nonfullerene solar cells. To the best of our knowledge, this is the best value reported for D-s-A copolymers to date. The improved PCE is observed to be associated with a very small energy loss (Eloss ) of 0.57 eV, accompanied by a high open-circuit voltage (Voc ) of 1.015 eV. It is important to note that this efficient D-s-A copolymer is employed in organic solar cells (OSCs), free of additive and annealing treatments."
208,10.1021/acs.macromol.6b00984,"We report the synthesis of monomeric and dimeric dicyanovinylbenzothiadiazole-based non-fullerene acceptors and investigate the phase behavior of blend systems comprising poly(3-n-hexylthiophene) (P3HT) and the new materials. Differential scanning calorimetry (DSC) thermograms of blends with different compositions revealed that no eutectic composition existed for the blends, in contrast to previously reported P3HT/non-fullerene acceptor combinations. Analysis of the DSC data shows that the thermal properties of the P3HT and the dimeric non-fullerene acceptor are almost independent of blend composition. However, the thermal properties of blends containing the monomeric acceptor were found to depend strongly on the blend composition, with increasing concentrations of the monomeric acceptor depressing the observed melting point of the polymer. These results are complemented by specular X-ray diffraction data, which reveals stark differences in the crystallinity of the two blend systems. In the case of the di..."
